,ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height(cm),Width(cm)
66805,863.0,Print,13/12/1967,Y,73365,46.2,38.3
55265,97.0,Print,09/02/1967,N,60419,39.9,39.9
44330,2453.0,Photograph,,Y,48334,18.5,23.7
30333,2566.0,Illustrated Book,13/12/1967,N,32825,49.1,32.3
48488,135.0,Photograph,29/12/1942,Y,52754,16.0,24.2
31148,3130.0,Drawing,24/04/1950,Y,33854,16.51003302,11.43002286
62091,4823.0,Print,11/09/1974,Y,68132,120.3,102.2
50864,5496.0,Photograph,12/01/1954,N,55375,,
44573,924.0,Photograph,08/05/1962,Y,48597,17.46253493,17.14503429
107122,101.0,Design,18/02/1943,N,162978,,
94376,710.0,Print,04/04/2002,Y,130222,29.5,29.5
33473,1547.0,Drawing,11/10/1966,Y,36796,43.5,24.1
32264,5293.0,Drawing,07/04/1953,Y,35215,15.2,15.9
36027,229.0,Photograph,06/03/1968,N,39732,,
97713,21398.0,(not assigned),08/10/2008,N,136845,0.0,0.0
94579,6115.0,Print,08/10/2008,Y,130630,2.2,6.0
111766,1634.0,Illustrated Book,11/12/1968,Y,174607,19.8,30.9
94666,4114.0,Drawing,07/10/2009,Y,130831,18.73253747,14.60502921
17956,24211.0,Illustrated Book,24/01/2001,N,20295,34.5,25.3
10760,2991.0,Print,08/05/1962,Y,12686,33.8,48.3
91999,7474.0,Illustrated Book,08/10/2008,Y,121446,24.5,15.5
99643,8595.0,Photograph,07/10/2010,N,141282,10.4,5.7
101904,871.0,Print,07/03/2011,Y,146791,27.3,21.7
72101,2654.0,Painting,19/12/1947,Y,79467,81.3,86.7
113947,27397.0,Architecture,06/10/2014,Y,184904,55.0,89.0
34533,4285.0,Drawing,18/10/1996,Y,38100,29.2,41.3
4500,4016.0,Design,07/11/1962,N,6065,62.9,43.2
8803,484.0,Illustrated Book,30/01/1953,N,10550,22.6,22.6
50027,5212.0,Photograph,22/04/1959,N,54498,71.2,50.8
127065,4804.0,Drawing,05/11/2018,Y,293097,27.94005588,21.59004318
50149,6287.0,Photograph,13/10/1994,Y,54627,26.4,33.8
74411,4609.0,Print,13/11/2001,Y,82660,35.0,26.8
53491,416.0,Photograph,04/12/1974,Y,58088,22.1,24.2
25028,3641.0,Illustrated Book,06/10/1964,N,27424,23.6,21.9
76208,3515.0,Drawing,05/11/1992,Y,84906,35.6,27.9
72108,5413.0,Painting,11/12/1989,Y,79475,300.3556,300.3556
62446,5414.0,Print,19/12/1958,Y,68518,8.9,12.5
119116,7080.0,Print,27/10/2015,Y,200651,0.0,0.0
79190,6621.0,Print,20/11/2003,N,89488,56.1,76.7
104406,31258.0,Work on Paper,,N,152054,,
57358,5181.0,Print,05/03/1970,Y,62748,49.9,41.0
4066,8265.0,Design,07/03/1968,Y,5598,50.0,43.9
43078,1717.0,Photograph,22/04/1959,Y,46984,50.6,36.4
16892,3814.0,Illustrated Book,29/09/1949,N,19190,16.2,11.2
34748,4165.0,Drawing,07/12/1965,Y,38329,55.9,66.7
11151,13076.0,Illustrated Book,24/01/2001,Y,13101,22.3,18.1
128167,30876.0,Drawing,04/04/2019,Y,299467,,
119910,1293.0,Drawing,21/01/2016,Y,201951,,
51492,2422.0,Photograph,12/10/1978,Y,56021,26.6,29.2
116788,5145.0,Photograph,28/05/2015,Y,194067,,
74410,4609.0,Print,13/11/2001,Y,82659,35.1,27.2
129574,8595.0,Photograph,,Y,405377,,
41,7056.0,Architecture,17/01/1995,Y,45,121.9,61.0
4717,4016.0,Design,10/05/1966,Y,6293,65.8,47.9
128051,30876.0,Drawing,04/04/2019,Y,299351,,
91722,35579.0,Video,07/06/1983,Y,120526,,
41395,5760.0,Photograph,29/01/1974,Y,45208,19.1,24.2
43887,4192.0,Photograph,11/02/1964,N,47877,13.5,23.7
19469,665.0,Illustrated Book,06/10/1964,N,21824,8.9,5.4
99604,8595.0,Photograph,07/10/2010,Y,141243,7.9,6.4
85142,8277.0,Print,09/11/2000,N,101850,,
20711,1055.0,Illustrated Book,06/10/1964,N,23074,32.1,23.5
114333,1533.0,Photograph,08/05/2014,N,185514,21.7487935,28.41630683
95698,7032.0,Photograph,13/12/1990,N,132586,20.3,25.4
54265,4109.0,Photograph,13/12/1967,N,58889,17.8,24.2
88460,3048.0,Drawing,13/02/2001,Y,109750,19.0,20.3
57320,5086.0,Print,05/03/1970,Y,62708,4.1,3.5
83120,21446.0,Drawing,10/05/2005,Y,97084,27.9,22.2
125303,21398.0,Illustrated Book,,N,283489,19.1,21.2
11487,3086.0,Illustrated Book,23/05/1984,N,13464,57.9,84.1
129117,1974.0,Print,03/06/2020,Y,404618,0.0,0.0
123717,36471.0,Photograph,,N,273347,15.6,10.9
124640,8595.0,Photograph,26/10/2017,Y,277465,5.08001016,5.08001016
107437,7662.0,Sculpture,09/12/2010,Y,163576,0.0,515.0
88944,6399.0,Photograph,11/10/2007,Y,111065,22.7,33.7
99077,1467.0,Drawing,16/09/2010,Y,140488,46.03759208,57.46761494
75655,710.0,Print,18/06/2008,Y,84312,23.8,19.0
18253,511.0,Illustrated Book,06/10/1964,Y,20593,2.5,7.8
954,7166.0,Design,03/02/1949,Y,1595,79.1,50.5
100323,2229.0,Illustrated Book,24/01/2001,N,142980,28.4,21.7
95606,1652.0,Print,17/11/2009,Y,132401,37.8,39.5
105295,37719.0,Print,17/11/2009,N,155959,34.5,21.0
4487,3587.0,Design,07/11/1962,Y,6052,127.0,80.0
43036,1651.0,Photograph,22/04/1959,N,46935,22.5,34.5
15575,1633.0,Illustrated Book,15/01/1987,N,17797,20.1,20.1
77340,8595.0,Photograph,14/06/2001,Y,86408,8.9,28.5
15340,4945.0,Illustrated Book,10/11/1977,N,17555,44.0,49.0
71147,3542.0,Print,13/12/1967,Y,78204,49.7,28.4
87900,26839.0,Drawing,10/04/2007,Y,108386,138.4303,71.7551
77304,8595.0,Photograph,14/06/2001,Y,86372,8.8,28.6
23532,1750.0,Illustrated Book,06/10/1964,N,25907,32.0,25.1
113150,8297.0,Photograph,08/05/2014,N,181935,49.8475997,66.04013208
42261,4866.0,Photograph,10/03/1988,Y,46122,17.2,23.0
78357,1652.0,Print,11/03/2003,Y,87841,,
102455,8059.0,Mies van der Rohe Archive,,N,147805,45.72009144,48.89509779
93162,1847.0,Photograph,11/05/2009,Y,127203,15.3,12.0
129367,8595.0,Photograph,,Y,405170,,
106166,740.0,Photograph,09/05/2012,Y,159963,24.2,19.2
24602,3409.0,Illustrated Book,06/10/1964,N,26995,22.5,18.4
22296,1500.0,Illustrated Book,06/10/1964,N,24666,19.8,22.5
64111,5421.0,Print,29/09/1949,Y,70378,20.3,26.2
78030,7166.0,Mies van der Rohe Archive,,N,87484,15.24,21.59
87354,7166.0,Mies van der Rohe Archive,06/11/1974,N,106839,27.14630429,59.05511811
40444,5623.0,Photograph,07/01/1970,N,44226,17.1,12.0
42206,1777.0,Photograph,13/04/1933,Y,46066,15.5,11.6
55037,3514.0,Print,11/01/1966,Y,60177,32.5,23.9
11041,5994.0,Illustrated Book,26/05/1960,N,12970,8.8,5.0
77413,25181.0,Drawing,15/10/2002,Y,86487,28.0,22.225
12354,1656.0,Illustrated Book,24/05/1951,N,14405,13.2,9.5
128027,30876.0,Drawing,04/04/2019,Y,299327,,
87538,28195.0,Print,07/03/2007,N,107063,0.0,0.0
7526,4016.0,Illustrated Book,07/02/1972,Y,9228,35.5,50.0
23299,1646.0,Illustrated Book,06/10/1964,N,25674,7.2,18.2
26871,4609.0,Illustrated Book,06/10/1964,Y,29275,15.7,11.6
37985,229.0,Photograph,06/03/1968,Y,41691,,
110287,41829.0,Print,07/02/2013,N,169503,,
93019,5910.0,Print,11/07/1946,Y,126483,28.9,24.0
106161,25414.0,Illustrated Book,07/02/2012,N,159951,33.3,46.0
52513,7851.0,Photograph,09/11/1965,Y,57069,19.0,24.2
42178,5134.0,Photograph,09/01/1992,N,46036,63.0,52.7
95469,2934.0,Sculpture,08/10/2008,N,132146,10.6,10.0
58398,5509.0,Print,06/04/1954,Y,63929,29.8,39.6
42383,135.0,Photograph,07/03/1967,Y,46245,19.6,24.0
38818,229.0,Photograph,06/03/1968,Y,42526,,
35650,229.0,Photograph,06/03/1968,N,39355,,
128998,922.0,Illustrated Book,06/10/1964,Y,402171,23.2,17.2
106314,3213.0,Drawing,10/04/2012,Y,160633,25.4000508,20.32004064
66766,5086.0,Print,10/01/1974,Y,73310,33.8,48.5
65908,1965.0,Print,06/12/1966,Y,72365,34.3,25.9
116638,5145.0,Photograph,28/05/2015,Y,193917,,
24767,3426.0,Illustrated Book,06/10/1964,Y,27160,10.7,10.9
30016,2915.0,Illustrated Book,18/10/1967,N,32507,9.9,4.9
113842,43916.0,Architecture,06/10/2014,Y,184760,28.0,35.0
68441,472.0,Print,10/01/1974,Y,75222,22.0,20.3
78057,7166.0,Mies van der Rohe Archive,,Y,87515,34.3,85.1
43362,2015.0,Photograph,02/04/1974,N,47284,15.3,22.9
126750,74970.0,Photograph,24/10/2018,Y,291297,10.95377191,15.55753112
44740,1690.0,Photograph,22/05/1986,Y,48772,26.0,38.3
122898,67458.0,Drawing,,Y,222457,25.4000508,36.83007366
42793,5797.0,Photograph,10/03/1977,N,46670,15.2,15.2
20681,1055.0,Illustrated Book,06/10/1964,N,23044,31.7,23.9
109724,44478.0,Print,07/02/2013,Y,168851,42.8,28.4
74804,2079.0,Photograph,16/01/1941,Y,83246,17.8,22.9
103589,40578.0,Illustrated Book,06/10/2011,N,150259,21.5,29.8
82519,3315.0,Drawing,10/05/2005,Y,96440,23.1775,26.6701
103878,710.0,Print,07/02/2012,Y,150715,16.3,16.3
111758,1634.0,Illustrated Book,11/12/1968,Y,174599,11.7,13.8
65313,4279.0,Print,28/10/1980,N,71696,18.9,23.7
111962,45960.0,Design,19/05/2014,Y,175118,7.937515875,27.94005588
41171,7653.0,Photograph,11/03/1993,N,44976,25.9,26.6
75342,13012.0,Periodical,24/01/2001,Y,83949,34.3,24.0
29547,1055.0,Print,06/10/1964,Y,32007,27.5,20.0
31567,4514.0,Drawing,27/02/1935,Y,34327,14.9,20.0
42344,6338.0,Photograph,12/02/1975,Y,46205,21.6,17.0
119209,6459.0,Frank Lloyd Wright Archive,,N,200779,61.27762256,91.44018288
46112,3373.0,Photograph,15/06/1995,N,50277,27.2,33.8
19282,665.0,Illustrated Book,06/10/1964,N,21637,28.6,22.9
74712,5749.0,Photograph,16/01/1941,Y,83099,19.5,14.8
44245,5623.0,Photograph,12/03/1963,N,48245,30.7976,37.1476
39914,229.0,Photograph,06/03/1968,Y,43678,,
59244,710.0,Print,20/05/1992,Y,64909,10.5,14.5
40863,3373.0,Photograph,16/01/1941,Y,44664,19.4,21.9
105241,5263.0,Print,04/06/1968,N,155876,64.77012954,48.57759716
24761,3426.0,Illustrated Book,06/10/1964,Y,27154,13.2,13.2
38365,229.0,Photograph,06/03/1968,N,42072,,
78869,26342.0,Architecture,02/10/2003,Y,88812,45.9,114.3
13564,1547.0,Illustrated Book,11/04/1967,Y,15684,11.1,15.2
50923,5017.0,Photograph,10/12/1987,Y,55435,35.5,45.7
8609,5983.0,Illustrated Book,07/01/1975,N,10350,31.1,51.7
95913,26770.0,Print,17/11/2009,Y,133157,9.8,11.9
71902,4840.0,Painting,10/04/2000,N,79207,38.4,55.3
51926,8654.0,Photograph,14/12/1995,Y,56470,38.0,48.9
111423,6459.0,Frank Lloyd Wright Archive,,N,174003,29.52755906,40.95758192
35036,2284.0,Drawing,11/12/1968,Y,38679,30.2,22.5
86225,31342.0,Print,01/06/2006,N,104805,47.0,31.5
128186,4016.0,Illustrated Book,07/02/1972,Y,393092,18.5,38.7
60036,6318.0,Print,10/05/1966,Y,65770,21.6,41.0
22212,1500.0,Illustrated Book,06/10/1964,N,24582,28.8,23.8
30901,5821.0,Drawing,01/01/1942,N,33585,0.0,0.0
119257,6459.0,Frank Lloyd Wright Archive,,N,200827,,
98971,6115.0,Print,08/10/2008,Y,140237,19.5,80.0
56080,710.0,Print,06/03/1997,Y,61319,21.0,15.8
4573,86.0,Design,04/12/1957,Y,6140,41.0,41.6
3081,3877.0,Design,25/10/1956,Y,4353,,
123613,37517.0,Photograph,,N,273048,17.6,24.0
117045,2233.0,Photograph,28/05/2015,N,194507,35.56007112,35.56007112
55884,1322.0,Print,06/04/1954,N,61093,6.5,38.4
40227,745.0,Photograph,13/01/1994,Y,43998,29.1,22.4
3185,7061.0,Design,,Y,4526,91.5,90.1702
115253,34459.0,Film,08/10/2008,N,188474,0.0,0.0
118109,10328.0,Design,19/10/2015,Y,198633,26.67005334,18.41503683
77123,7038.0,Photograph,13/06/2002,Y,86050,49.1,48.0
76472,1633.0,Drawing,10/10/1968,Y,85174,11.1125,13.335
82433,3111.0,Drawing,10/05/2005,Y,96352,29.8451,20.955
34128,3276.0,Drawing,06/10/1964,Y,37553,14.3,14.0
73948,4676.0,Sculpture,08/12/1964,Y,82007,,
89025,6399.0,Photograph,11/10/2007,Y,111162,22.2,33.3
82536,28689.0,Drawing,10/05/2005,Y,96458,30.4801,22.86
93399,34459.0,Drawing,08/10/2008,Y,127547,26.9,21.0
51513,2002.0,Photograph,12/10/2000,N,56047,33.0,22.0
1137,8418.0,Design,19/01/2000,Y,1963,76.8,
91400,3263.0,Illustrated Book,24/01/2001,Y,119831,23.0,34.3
51595,2002.0,Photograph,12/10/2000,N,56134,33.0,22.0
9075,3842.0,Illustrated Book,05/02/1968,N,10848,41.6,54.8
93216,756.0,Drawing,08/10/2008,Y,127322,28.0,21.1
30778,6246.0,Drawing,25/02/1999,Y,33436,70.8,103.8
114272,7166.0,Mies van der Rohe Archive,,Y,185368,70.48514097,72.39014478
29226,6412.0,Illustrated Book,04/12/1979,Y,31649,24.3,20.3
37816,229.0,Photograph,06/03/1968,N,41522,,
52215,5238.0,Photograph,10/12/1998,N,56768,50.4,34.2
63575,3115.0,Print,10/06/1941,Y,69742,25.6,20.8
115298,3745.0,Photograph,,Y,188704,13.3,9.5
13489,292.0,Illustrated Book,11/04/1967,N,15608,19.5,40.6
57952,710.0,Print,02/05/1990,Y,63432,14.0,28.2
93633,21398.0,Print,08/10/2008,Y,127997,0.0,0.0
106810,1750.0,Illustrated Book,22/05/2012,N,162336,19.8,14.9
117264,3111.0,Illustrated Book,03/06/2015,Y,195255,,
54602,1974.0,Print,07/01/1975,Y,59713,75.3,63.5
112281,4554.0,Photograph,20/02/2014,N,177291,61.2,92.0
129459,8595.0,Photograph,,Y,405262,,
19386,665.0,Illustrated Book,06/10/1964,N,21741,8.4,5.1
67468,1633.0,Print,09/11/1965,Y,74125,52.8,40.5
11529,2229.0,Illustrated Book,03/05/1977,N,13507,17.8,14.3
42307,1973.0,Photograph,16/04/1987,N,46168,70.3,56.4
108286,30621.0,Print,03/10/2012,Y,165224,11.3,15.0
111294,29024.0,Film,09/06/2010,Y,173332,,
80629,2002.0,Photograph,11/05/2005,N,93198,38.0,37.5
20612,1055.0,Illustrated Book,06/10/1964,N,22975,29.2,23.5
59884,3115.0,Print,07/11/1952,Y,65606,30.6,39.8
98621,712.0,Photograph,29/12/1942,Y,139611,23.5,33.1
10000,3842.0,Illustrated Book,05/05/1982,N,11911,29.5,22.5
11574,369.0,Illustrated Book,07/11/1952,N,13554,10.0,13.7
9524,670.0,Illustrated Book,10/02/1969,Y,11380,23.5,16.8
120081,1464.0,Design,19/10/2015,Y,202502,17.78003556,8.25501651
110449,43551.0,Video,02/05/2013,N,169786,,
121921,7700.0,Photograph,02/02/2017,Y,217508,23.8,17.6
76274,502.0,Drawing,18/03/1942,Y,84976,22.225,31.7501
2495,96.0,Design,05/11/1970,Y,3685,,10.16
2258,3101.0,Design,08/11/1961,Y,3408,4.8,
5119,23390.0,Design,12/05/1943,N,6713,,
100324,2229.0,Illustrated Book,24/01/2001,N,142981,28.4,21.7
24570,24018.0,Print,24/01/2001,Y,26963,31.2,21.6
25428,3697.0,Illustrated Book,06/10/1964,N,27825,12.0,11.0
38330,229.0,Photograph,06/03/1968,N,42037,,
79194,7500.0,Drawing,10/02/2004,Y,89512,45.7201,29.8451
84128,4840.0,Print,02/03/2000,Y,98561,20.8,21.0
13292,2678.0,Illustrated Book,05/10/1972,N,15364,24.0,27.4
22400,1511.0,Illustrated Book,06/10/1964,N,24771,22.2,8.4
48133,4496.0,Photograph,24/03/1983,N,52379,18.7,23.6
49050,1374.0,Photograph,05/12/1984,N,53336,14.7,22.2
122970,1175.0,Photograph,26/10/2017,N,222759,40.64008128,50.8001016
389,632.0,Architecture,18/11/1985,Y,510,41.9,59.1
118291,7166.0,Architecture,19/10/2015,Y,199090,10.16002032,12.38252477
129615,8595.0,Photograph,,Y,405418,,
117428,3230.0,Print,27/10/2015,Y,195993,13.4,19.4
112296,44749.0,Architecture,02/03/2015,Y,177328,39.52882906,199.0728981
11559,4633.0,Illustrated Book,24/05/1951,N,13539,21.4,29.2
127447,41829.0,Print,21/03/2018,N,297137,36.83007366,12.7000254
35640,229.0,Photograph,06/03/1968,N,39345,,
5978,23390.0,Design,10/12/1999,Y,7635,9.4,13.5
122245,6459.0,Frank Lloyd Wright Archive,,N,219864,87.63017526,53.65760732
48135,3373.0,Photograph,15/06/1995,N,52381,24.6,33.9
78019,7166.0,Mies van der Rohe Archive,,N,87473,106.6802,104.1402
79919,27461.0,Design,14/10/2004,Y,91951,25.4001,21.59
41704,3531.0,Photograph,16/01/1941,N,45532,11.4,8.9
43845,4192.0,Photograph,11/02/1964,N,47835,13.7,23.3
40931,17816.0,Photograph,11/03/1982,Y,44733,25.8,43.7
72535,2671.0,Painting,18/10/1967,Y,80066,56.1,69.1
101393,39268.0,Design,09/03/2011,Y,145075,0.0,20.95504191
42529,2803.0,Photograph,10/03/1977,Y,46396,32.4,48.8
105492,6011.0,Design,09/02/2012,Y,156201,68.58013716,48.26009652
48628,6329.0,Photograph,25/10/1956,Y,52897,24.3,19.4
61494,4705.0,Print,16/01/1941,Y,67438,43.2,29.0
3758,5800.0,Design,13/03/1963,Y,5253,72.4,101.5
116604,5145.0,Photograph,28/05/2015,Y,193883,,
98552,38491.0,Design,15/09/2010,Y,139325,,
55055,2795.0,Print,23/01/1979,Y,60195,38.3,4.5
50574,3948.0,Photograph,06/06/1967,Y,55069,31.5,40.3
129263,8595.0,Photograph,,Y,405066,,
72993,6288.0,Sculpture,08/02/1999,Y,80748,,
82497,28685.0,Drawing,10/05/2005,Y,96418,49.5,69.2
56467,3464.0,Print,19/03/1956,Y,61772,23.7,18.0
100172,36973.0,Painting,09/12/2010,Y,142585,91.44018288,111.7602235
126497,7644.0,Design,12/02/2018,N,289986,,
65510,4609.0,Print,15/12/1970,Y,71908,44.6,37.8
73427,1587.0,Sculpture,10/10/1961,Y,81292,43.0,54.8
93787,21398.0,Print,08/10/2008,N,128208,0.0,0.0
100179,7461.0,Sculpture,09/12/2010,Y,142597,,
63817,3528.0,Print,07/10/1971,Y,70014,18.2,18.4
589,7166.0,Mies van der Rohe Archive,10/12/1963,Y,742,48.2601,67.3101
126399,7644.0,Design,12/02/2018,N,289888,,
95942,37643.0,Print,17/11/2009,Y,133192,54.6,73.6
126370,7644.0,Design,12/02/2018,N,289859,,
129061,3408.0,Illustrated Book,06/10/1964,Y,403454,14.8,18.4
115869,47920.0,Architecture,04/06/2015,Y,192171,48.26009652,33.02006604
34618,1114.0,Drawing,12/06/1968,N,38197,56.2,71.1
62148,3464.0,Print,30/09/1954,Y,68192,17.8,23.7
45201,6411.0,Photograph,12/10/1989,Y,49311,45.4,57.0
92365,33965.0,Drawing,11/11/2008,Y,123085,76.2001524,55.88011176
107933,8044.0,Photograph,02/10/2012,Y,164442,40.6,30.5
13686,5747.0,Illustrated Book,16/04/1969,N,15808,17.9,13.9
108167,42616.0,Photograph,13/02/2013,Y,165017,59.0,46.0
12774,3842.0,Illustrated Book,20/05/1992,N,14833,,
73104,7416.0,Installation,06/02/1995,Y,80886,,
84898,3111.0,Print,24/05/2001,N,101112,83.97891796,59.37261875
100760,2545.0,Design,01/06/1977,N,143732,9.9,
19658,744.0,Illustrated Book,06/10/1964,Y,22017,17.5,31.5
79617,5486.0,Print,,Y,91396,46.8313,62.2301
71354,5538.0,Painting,02/03/1959,Y,78497,150.5,195.0
71138,3542.0,Print,13/12/1967,Y,78195,27.9,45.5
113887,45185.0,Architecture,06/10/2014,Y,184827,17.78003556,60.96012192
3357,2522.0,Design,18/10/1967,Y,4749,93.3452,
89205,,Ephemera,,N,112132,38.1000762,30.48006096
9414,3669.0,Illustrated Book,05/02/1968,N,11247,29.3,10.3
93237,35728.0,Drawing,08/10/2008,Y,127352,36.9,14.6
59984,3515.0,Print,12/10/1989,Y,65712,61.0,45.8
3819,5390.0,Design,01/01/1937,N,5328,,
129618,8595.0,Photograph,,Y,405421,,
125519,5066.0,Illustrated Book,24/01/2001,Y,284072,21.9,17.8
120872,49958.0,Photograph,13/10/2016,Y,205748,39.5,29.5
27356,4609.0,Illustrated Book,06/10/1964,Y,29766,25.3,16.0
16846,3814.0,Illustrated Book,29/09/1949,N,19144,16.0,11.0
9399,1300.0,Illustrated Book,05/02/1968,Y,11230,10.9,8.4
67750,1870.0,Print,05/04/1940,Y,74475,28.0,40.0
96688,8330.0,Illustrated Book,18/06/2008,N,134999,32.5,43.0
15656,710.0,Illustrated Book,17/11/1993,Y,17878,66.0,50.0
101057,,Periodical,10/11/2010,N,144487,30.8,23.2
128125,30876.0,Drawing,04/04/2019,Y,299425,,
63085,4126.0,Print,22/05/1978,Y,69204,15.6,21.6
121090,788.0,Design,19/10/2015,Y,207005,26.67005334,18.41503683
6719,23390.0,Design,10/12/1999,Y,8401,10.5,14.8
100578,1633.0,Print,06/12/1966,N,143506,,
116541,5145.0,Photograph,28/05/2015,Y,193820,,
130377,1093.0,Illustrated Book,24/01/2001,N,416829,3.1,3.1
4938,23390.0,Design,12/05/1943,N,6524,,
116331,7166.0,Mies van der Rohe Archive,,N,193229,15.24003048,31.7500635
80463,2450.0,Print,09/02/1967,N,92998,,
16587,2361.0,Illustrated Book,03/11/1966,N,18880,33.7,45.9
85270,1832.0,Print,08/11/1944,Y,102111,59.7,45.2
29919,92.0,Illustrated Book,10/01/1974,N,32409,21.5,27.2
25776,11947.0,Illustrated Book,24/01/2001,N,28177,22.2,18.5
76017,4707.0,Print,,N,84685,8.7,2.0
40098,229.0,Photograph,06/03/1968,N,43862,,
42435,6338.0,Photograph,12/02/1975,Y,46298,24.5,19.2
29256,107.0,Illustrated Book,04/12/1979,Y,31681,30.6,21.4
125113,74199.0,Installation,24/05/2018,Y,282405,,
55736,1491.0,Print,01/02/1984,Y,60933,55.0,44.7
11518,4676.0,Illustrated Book,04/05/1988,N,13495,22.6,26.0
35331,229.0,Photograph,06/03/1968,N,39034,,
99231,27326.0,Photograph,04/05/1971,Y,140808,44.5,33.1
122881,67458.0,Drawing,,Y,222440,25.4000508,36.83007366
48751,6004.0,Photograph,01/10/1974,N,53021,21.3,16.4
38293,229.0,Photograph,06/03/1968,N,42000,,
81036,3850.0,Photograph,07/11/1962,N,94337,20.1,14.8
13693,4975.0,Illustrated Book,24/01/2001,N,15815,17.4,12.7
397,2964.0,Architecture,11/04/1967,Y,519,61.0,97.8
82495,28684.0,Drawing,10/05/2005,Y,96415,14.0,19.1
26924,4609.0,Illustrated Book,06/10/1964,Y,29329,14.0,17.3
18112,511.0,Illustrated Book,06/10/1964,Y,20451,8.1,7.5
95095,3227.0,Print,08/10/2008,Y,131584,32.0,49.0
91100,710.0,Print,08/10/2008,Y,119526,30.3,45.7
41468,5873.0,Photograph,19/02/1987,N,45284,26.6,33.6
67986,2221.0,Print,05/04/1940,Y,74731,17.6,15.1
27963,5053.0,Illustrated Book,06/10/1964,N,30376,14.1,19.9
704,7986.0,Architecture,,Y,874,1.8,3.8
29614,203.0,Illustrated Book,10/11/1964,Y,32083,40.0,28.9
101316,6526.0,Print,30/09/1954,N,144897,,
130002,2481.0,Print,14/05/2014,Y,407945,0.0,0.0
97878,21398.0,(not assigned),08/10/2008,N,137072,0.0,0.0
33056,6624.0,Drawing,15/01/1980,Y,36233,27.3,21.3
77228,2461.0,Drawing,01/01/1941,Y,86244,53.3401,33.0201
53317,3008.0,Photograph,08/01/1969,Y,57909,14.0,15.2
108554,3927.0,Illustrated Book,07/10/1965,Y,165861,35.5,21.6
129203,74291.0,Photograph,12/11/2019,Y,404903,101.2827026,83.50266701
57343,710.0,Print,02/05/1990,Y,62731,17.5,12.3
85894,30966.0,Print,01/06/2006,N,103633,47.0,31.5
109256,28766.0,Architecture,15/10/2012,Y,167724,34.92506985,28.57505715
94267,119.0,Design,22/04/1998,Y,129414,34.29006858,21.59004318
54087,8628.0,Photograph,14/06/2001,Y,58710,17.4,24.2
62355,4397.0,Print,20/10/1987,Y,68414,121.1,93.6
69071,4278.0,Print,04/12/1969,Y,75901,24.8,44.5
8973,4823.0,Illustrated Book,23/01/1979,N,10733,64.0,47.8
31020,6223.0,Drawing,18/03/1942,Y,33719,35.4013,21.4313
46102,135.0,Photograph,10/01/1968,Y,50267,19.7,24.3
56277,3832.0,Print,23/09/1934,Y,61540,48.5,32.2
99370,38624.0,Photograph,02/05/1944,Y,140996,39.3701,29.2101
80854,27822.0,Photograph,13/10/2004,Y,94114,127.0,153.0
72857,2242.0,Painting,10/02/1970,Y,80547,149.8,294.8
64989,4121.0,Print,10/01/1974,N,71346,,
68707,3369.0,Print,04/12/1979,Y,75515,76.3,56.8
68511,472.0,Print,10/01/1974,Y,75294,13.7,13.4
94638,710.0,Illustrated Book,14/04/2009,Y,130771,26.3,17.8
41705,5664.0,Photograph,06/01/1950,N,45533,11.7,9.2
111807,1634.0,Illustrated Book,11/12/1968,Y,174648,16.4,13.0
1586,34.0,Design,04/12/1958,Y,2549,,
36328,229.0,Photograph,06/03/1968,N,40033,,
46278,4652.0,Photograph,,N,50450,16.1,21.5
62354,1633.0,Print,15/10/1986,Y,68413,29.0,23.2
112618,29427.0,Print,08/10/2008,N,178956,0.0,0.0
78583,5945.0,Drawing,13/05/2003,Y,88127,55.2451,75.5652
59389,1145.0,Print,16/10/1991,N,65065,91.0,113.9
104080,4488.0,Print,22/10/1970,Y,150921,24.9,30.8
84678,5963.0,Sculpture,06/10/2005,Y,100334,345.4407,604.5212
25744,3782.0,Illustrated Book,06/10/1964,N,28145,17.8,11.0
82977,28749.0,Drawing,10/05/2005,Y,96940,76.2002,55.8801
60766,5098.0,Print,05/10/1972,N,66582,30.0,30.1
124219,70055.0,Design,12/02/2018,Y,275418,101.6002032,68.58013716
92671,7929.0,Print,12/11/2007,N,125361,28.0,21.4
7278,4609.0,Design,18/10/1967,N,8972,122.5,85.7
73307,7489.0,Installation,06/05/1996,Y,81137,348.0,1033.8
48291,6500.0,Photograph,22/04/1959,Y,52549,40.7,41.0
107003,101.0,Design,18/02/1943,N,162859,,
110232,41829.0,Print,07/02/2013,N,169448,,
40331,3962.0,Photograph,05/01/1971,Y,44106,14.1,21.3
63914,1944.0,Print,08/10/1963,N,70159,35.4,27.7
19897,1055.0,Illustrated Book,06/10/1964,Y,22259,28.0,21.8
102710,5281.0,Print,16/05/2011,Y,148362,13.2,18.8
55200,3433.0,Print,04/01/1973,Y,60347,,
128782,7053.0,Photograph,12/11/2019,Y,401264,29.0513081,56.03886208
123462,68676.0,Photograph,17/05/2018,Y,229554,90.0,60.0
103908,710.0,Print,03/10/2012,N,150745,17.3,13.5
116687,5145.0,Photograph,28/05/2015,Y,193966,,
9493,24409.0,Periodical,05/03/1998,N,11345,24.5,20.3
118925,1145.0,Design,22/02/2016,Y,200408,85.09017018,61.59512319
97968,,(not assigned),08/10/2008,N,137220,0.0,0.0
