,ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
7601,8682,Sergio Berizzi,Italian,Male,1930,1976
3394,3802,Ricardo Martinez,Argentine,Male,1923,0
9993,28381,Daniel Ferrara,American,,1941,0
9048,23448,Aleksandr Lopukhin,,Male,0,0
8677,16753,Museum Folkwang,,,0,0
11209,33015,Philip Worthington,British,Male,1977,0
8923,22895,Ernani Vasconcelos,,Male,0,0
10826,31053,Helmut Stockhammer,,,0,0
12066,37288,Auguste Mestral,French,Male,1812,1884
221,266,Bacard Fils,French,Male,0,0
3082,3465,Lehner & Mader,,,0,0
6293,7025,Carl Chiarenza,American,Male,1935,0
12235,38032,Juan Di Sandro,Argentine,Male,1898,1988
10232,28748,Gina Pane,French,Female,1939,1990
9523,26156,npk industrial design b.v.,Dutch,,1979,0
4443,4979,Mary Rodney,American,Female,0,0
13379,44955,Pezo von Ellrichshausen,,,2002,0
7132,8123,Mariko Mori,Japanese,Female,1967,0
10035,28544,Reed Anderson,American,Male,1969,0
8599,12907,Paul Verlaine,French,Male,1844,1896
7986,9962,"Körtig & Matthiesen, Leipzig, Germany",,,0,0
10550,29982,Stanley Brouwn,Dutch,Male,1935,2017
3634,4066,Robert Moon,American,Male,1941,0
9069,23521,Borys Kosariev,,Male,0,0
13448,45591,Mauricio Pezo,Chilean,Male,1973,0
9588,26488,David Childs,American,Male,1941,0
13993,47906,John Kosh,British,Male,0,0
9986,28335,"Kokuyo S&T Co., Ltd.",Japanese,,0,0
3415,3826,Ewald Mataré,German,Male,1887,1965
11726,35518,Hironori Terai,Japanese,Male,1961,0
12237,38037,Enrico Imoda,Italian,Male,1871,1910
7646,8996,Alfred Roth,Swiss,Male,1930,1998
4548,5096,Viktor Rutz,Swiss,Male,1913,0
958,1092,Norman Cherner,American,Male,1920,0
13506,46144,Stephen Malinowski,American,Male,1953,0
1891,2141,Alberto Giacometti,Swiss,Male,1901,1966
11597,34940,Tim Pope,British,Male,1956,0
13876,47606,Crimony,,,0,0
1869,2117,Nancy Genn,American,Female,0,0
12264,38183,Yusuf Arakkal,Indian,Male,1945,0
9511,26126,Konstanty Gutschow,German,Male,1902,1978
10940,31379,Michel Onfray,French,Male,1959,0
7008,7976,Anatolli Skurikhin,Russian,Male,1900,1991
5158,5767,Carol Block Taback,American,Female,1941,1980
13760,47167,Christian Piper,German,Male,1941,0
2527,2849,Reika Iwami,Japanese,Female,1927,0
1851,2097,Henri Gaudier-Brzeska,French,Male,1891,1915
1910,2164,Edgardo Miguel Gimenez,Argentine,Male,1942,0
8853,22731,Timothy Wood,,Male,0,0
1233,1403,John A. Davies,British,Male,1949,0
12585,40294,Erwin Andra,German,,1921,0
576,661,Felix Bonfils,French,Male,1831,1885
2692,3025,Willy Kaufmann,Swiss,Male,1932,0
14068,48106,Gravelle,,,0,0
8556,12328,Blaise Cendrars (Frédéric Sauser),French,Male,1887,1961
1754,1990,Jared French,American,Male,1905,1988
13210,43534,Miguel Gomes,Portuguese,Male,1972,0
13710,46966,Vit Mach,Czech,,1945,0
3702,4140,Otto Mueller,German,Male,1874,1930
3493,3910,Richard Meier,American,Male,1934,0
12670,40849,Ralf Hoedt,,,0,0
4542,5090,Irving Rusinow,American,Male,1914,1990
5760,6440,Gross Wood,American,Male,1919,0
7095,8079,Merry Alpern,American,Female,1955,0
14359,49434,J. Stuart Blackton,British,,1875,1941
10020,28495,Sara Shaughnessy,American,Female,1979,0
12435,39036,"Milton Bradley Co., Springfield, MA",,,0,0
2971,3342,Wolfgang Laib,German,Male,1950,0
3495,3912,Aleksandr Danilovich Melamid,American,Male,1945,0
9331,24468,Edmund Kesting,German,Male,1892,1970
3430,3842,Roberto Matta,Chilean,Male,1911,2002
12183,37869,Sonia Švecová,,Female,1946,0
10744,30964,Marek Kozera,,Male,1957,0
1205,1373,Ken Danby,Canadian,Male,1940,2007
10128,28638,Judith Godwin,American,Female,1930,0
8637,14107,"Dwan Gallery, New York",,,0,0
9942,28174,Ward Shelley,American,Male,1950,0
1420,1616,Christopher Dresser,British,Male,1834,1904
10949,31430,Demakersvan,,,2004,0
7803,9419,"Alberto Bazzini, Milan, Italy",,Male,0,0
5,19,Richard Artschwager,American,Male,1923,2013
15153,131861,Andrew Norman Wilson,American,Male,1986,0
3576,3997,Peter Milton,American,Male,1930,0
14117,48314,Gillian Ayres,British,Female,1930,0
4582,5138,Ralph Samuels,American,Male,1907,1972
211,256,Alice Aycock,American,Female,1946,0
1326,1509,Françoise Desnoyer,French,Male,1894,1972
9528,26162,Paul Groeneveld,Dutch,Male,1974,0
4483,5024,"Rosenthal Porzellan A.G., Germany",German,,1879,0
202,246,Mario Avati,Italian,Male,1921,2009
8271,10605,"Grid Systems Corp., Mountain View, CA",,,0,0
11219,33070,Bertjan Pot,Dutch,,1975,0
1426,1622,Karl-Heinz Droste,German,Male,1931,2005
12298,38237,Don Lauffer,,,0,0
835,946,Antonio Cañavate Gómez,Spanish,Male,1902,1987
9126,23754,Leonid Brailovskii,,Male,0,0
11272,33220,Barbara Kraus,,Female,0,0
12198,37940,Aleksander Borgenhov,Norwegian,Male,1971,0
11461,34796,TVTV,American,,1972,0
9380,24577,Wanda Wulz,Italian,Female,1903,1984
6477,7226,Jacobus Lucas Verhoog,Danish,Male,1878,0
4092,4582,Wolfgang Petrik,German,Male,0,0
2003,2266,Friedrich Karl Gotsch,German,Male,1900,1984
13340,44706,Robert Bresson,French,Male,1901,1999
4752,5317,Lasar Segall,Brazilian,Male,1889,1957
14667,68040,Carlo Mollino,Italian,Male,1905,1973
10078,28588,Dawn Clements,American,Female,1958,2018
4399,4922,Gerrit Rietveld,Dutch,Male,1888,1964
13521,46283,Leslie Thornton,British,Male,1925,2016
3106,3493,Helmar Lerski,Swiss,Male,1871,1956
4526,5070,Reuven Rubin,Israeli,Male,1893,1974
11839,35716,Sibylle Bergemann,German,Female,1941,2010
9233,24148,Duplitskii,,,0,0
6586,7445,Johann Loetz,American,Male,1848,1933
14588,67563,Eduardo Berliner,Brazilian,Male,1978,0
10685,30901,Mehmet Emir,Turkish,Male,0,0
6532,7364,Vera (Vera Neumann),American,Female,1909,1993
9029,23392,Karin Apollonia Müller,German,Female,1963,0
7150,8144,Daniela Haufe,German,Female,1966,0
11728,35520,Ian Breakwell,British,Male,1943,2005
8775,22530,"Rosenthal AG, Germany",,,0,0
12081,37355,Ondi Timoner,American,Female,1972,0
4245,4750,H. B. Puchingen,Austrian,,0,0
5668,6340,Henry White,British,Male,1819,1903
8273,10609,"Barcalo Manufacturing Co., New York, NY",,,0,0
14519,67097,Ivan Štraus,Bosnian,Male,1928,2018
14466,50015,Rubem Valentim,Brazilian,Male,1922,1991
9771,27343,René Clair,French,Male,1898,1981
9584,26470,Alejandro Ruiz,Argentine,Male,1958,0
13227,43690,Allan Alcorn,American,Male,1948,0
1870,2118,Juan Genovés,Spanish,Male,1930,2020
425,496,Håkan Bergkvist,Swedish,Male,1946,0
11002,31919,Lorimer Johnston,American,Male,1858,1941
9662,26901,"Ro RC, Belgium",,,0,0
597,688,Derek Boshier,British,Male,1937,0
9581,26446,Simone Nieweg,German,Female,1962,0
908,1031,Rosemarie Castoro,American,Female,1939,2015
8878,22790,George Grenier III,,Male,0,0
14763,69149,David Reed,American,Male,1946,0
4852,5432,Stanley Silver,American,Male,0,0
7044,8019,Ernesto Spicciolato,Italian,Male,1957,0
10913,31352,Sarah Schneider,,Female,0,0
344,406,William Baziotes,American,Male,1912,1963
833,944,Peter Campus,American,Male,1937,0
8153,10311,"Aizawa, Japan",Japanese,,0,0
6393,7131,Guy Teschmacher,American,Male,1939,0
10882,31320,Martin Adel,,Male,0,0
8890,22816,Kahn & Jacobs,,,0,0
14315,49179,J. Herbert McNair,British,Male,1868,1955
13408,45282,Felipe Ehrenberg,Mexican,Male,1943,2017
5517,6172,Carmel E. Vitullo,American,Female,0,0
10984,31875,Allan Dwan,Canadian,Male,1885,1982
10752,30972,Cornelia Lauf,,Female,0,0
3728,4167,Martin Munkacsi,American,Male,1896,1963
14566,67441,Vojin Bakić,,,1915,1992
1169,1330,Robert Cumming,American,Male,1943,0
1829,2072,Izika Gaon,Israeli,,1938,0
3664,4098,Masamitsu Moriwaki,Japanese,Male,1924,0
11607,34951,Dom + Nic,,,0,0
12373,38687,Carmela Gross,Brazilian,Female,1946,0
9074,23528,Lado Gudiashvili,Georgian,Male,1896,1980
11014,32064,Martin Boykan,,,0,0
2226,2514,Margaret Harris,American,Female,0,0
5785,6466,Mary Wykeham,British,Female,0,0
7138,8132,Jorge Pardo,American,Male,1963,0
13452,45651,Juan Luis Martinez,Chilean,Male,1942,1993
4653,5215,Egon Schiele,Austrian,Male,1890,1918
4622,5183,Naomi Savage,American,Female,1927,2005
3428,3840,Shin Matsunaga,Japanese,Male,1940,0
2642,2971,Horst-Egon Kalinowski,German,Male,1924,2013
3336,3740,Paul (Pavel Mansurov) Mansouroff,Russian,Male,1896,1984
13552,46394,Philippe Van Snick,Belgian,Male,1946,0
7042,8017,Lawrence Lam,American,Male,1960,0
1827,2070,Paul Gangolf,German,Male,1879,1936
941,1068,Linda Chapman,American,Female,1952,0
444,517,Antonio Berni,Argentine,Male,1905,1981
14920,74011,David Stenn,American,Male,1961,0
9580,26444,Cedric Buchet,Danish,Male,1974,0
1914,2168,Roy Ginstrom,American,Male,1921,1977
9971,28265,"Java Jacket, Inc.",American,,0,0
5100,5702,Michelle Stuart,American,Female,1938,0
6572,7427,Hans Gantert,German,Male,1934,0
292,349,Susan Barron,American,Female,1947,0
3691,4128,Robert Mottar,American,Male,0,0
6444,7190,Allen John Bootroyd,British,Male,1943,0
7954,9846,"Swedese Mobler AB, Sweden",,,0,0
12952,42121,Rob Fruchtman,,Male,0,0
14478,50058,"Spanx, est. 2000",American,,0,0
8627,13678,Aleksei Chicherin,,Male,0,0
1059,1207,Edward Condak,American,Male,1900,0
3320,3723,Robert Mangold,American,Male,1937,0
5263,5883,Bruce Tippett,British,Male,1933,0
9400,24599,Lotte Reiniger,German,Female,1899,1981
6080,6784,Fernando Garcia Ponce,Mexican,Male,1933,1987
595,686,Sándor (Alexander) Bortnyik,Hungarian,Male,1893,1976
133,166,Jerry Anderson,American,Male,1938,0
9519,26145,Robert James Leonetti,American,Male,1965,0
378,443,Charles M. Bell,American,Male,1848,1893
13433,45519,Florian Idenburg,Dutch,Male,1975,0
14597,67641,Michael Stevenson,New Zealander,Male,1964,0
3161,3554,Edwin Hale Lincoln,American,Male,1848,1938
4159,4653,Dimitri Petrovich Plavinsky,Russian,Male,1937,2012
1190,1353,Alfredo da Silva,Bolivian,Male,1935,0
2050,2319,Alan Green,British,Male,1932,0
3649,4083,François Morellet,French,Male,1926,2016
2787,3131,Ron Kleemann,American,Male,1937,2014
2290,2580,Michael Heizer,American,Male,1944,0
8208,10440,"Van Keppel-Green, USA",,,0,0
8738,19962,Hans-Ulrich Obrist,Swiss,Male,1968,0
4118,4608,Lil Picard,American,Female,1899,1994
11463,34798,University Community Video,,,0,0
10110,28620,Dan Fischer,American,Male,1977,0
10002,28398,Ezio DiBelardino,Italian,,1944,0
9911,28050,Tomoko Sawada,Japanese,Female,1977,0
7178,8182,Josef Kohn,Austrian,Male,1817,1884
12881,41799,George Griffin,American,,0,0
7813,9444,"B & B Italia, S.p.A., Como, Italy",,,0,0
11727,35519,Hitoshi Takekiyo,Japanese,Male,1967,0
13118,42882,Jim Downie,,,0,0
7698,9128,"Heath Ceramics, Sausalito, CA",,,1946,0
14749,68790,Chris W. Sublette,,,0,0
11897,36090,Feng Mengbo,Chinese,Male,1966,0
2053,2322,Gertrude Greene,American,Female,1904,1956
12454,39160,Gabriele Basilico,Italian,Male,1944,2013
10584,30271,Sze Tsung Leong,British,Male,1970,0
13711,46967,Jan Mach,Czech,,1943,0
6979,7926,Terry Adkins,American,Male,1953,2014
9647,26838,Hugo Dreyfuss,,Male,0,0
14449,49958,Romain Urhausen,Luxembourgish,Male,1930,0
7269,8278,Michael Joo,American,Male,1966,0
9669,26959,"Johnson & Johnson Consumer Companies, Inc.",American,,1886,0
5580,6239,Allan Walton,British,Male,1891,1948
7811,9441,"Ritz-Italora, Milan, Italy",,,0,0
9294,24386,Elizaveta Dorfman,,Female,0,0
8224,10482,"Longato Arredamenti S.p.A., Padua, Italy",,,0,0
13066,42732,Leos Carax,French,Male,1960,0
7795,9401,"Luceplan, S.p.A., Italy",,,1978,0
2246,2535,Makio Hasuike,Japanese,Male,1938,0
8730,19663,Nelson Savinon,,Male,0,0
12647,40680,Tomislav Gotovac,Croatian,Male,1937,2010
11529,34867,Ken Feingold,American,Male,1952,0
14318,49194,Newton Harrison,American,Male,1932,0
2077,2348,Salvatore Grippi,American,Male,1921,0
11130,32690,Seth Price,American,Male,1973,0
4288,4794,Naftali Rakuzin,Russian,Male,1948,0
9868,27818,Roy Arden,Canadian,Male,1957,0
14378,49543,Arnold Hardy,American,,1922,2007
8160,10329,"Workshop of Gunta Stölzl, Zürich",,,0,0
4711,5275,Bernard Schultze,German,Male,1915,0
2834,3185,Ottokar Koeppen,German,Male,0,0
2844,3196,Valto Kokko,Finnish,,1933,0
4278,4784,Lucia Radochonska,Polish,Female,1948,0
1916,2170,Fiorenzo Giorgi,Italian,Male,0,0
14591,67617,Las Yeguas del Apocalipsis,Chilean,,1987,1997
6911,7856,Herb Snitzer,American,Male,1932,0
3301,3702,William Majors,American,Male,1930,1982
14777,69480,Josef Hesoun,Czech,Male,1903,1965
11946,36724,Walter O. Grimm,German,Male,1894,1919
14056,48087,Velazquez Ribero,Puerto Rican,,0,0
11549,34887,Paul Harrison,British,Male,1966,0
5143,5748,Peter Svannäs,Swedish,Male,0,0
2932,3300,Lawrence Kupferman,American,Male,1909,1982
2234,2522,Cedric Hartman,American,Male,1929,0
12730,41163,Jan Wroniecki,German,Male,1890,1948
3085,3469,José Costa Leite,Brazilian,Male,0,0
5988,6687,Roedel,Nationality unknown,,0,0
6705,7579,Ron Steiner,American,Male,1952,0
12026,37023,Scott B,American,Male,1952,0
12470,39268,Ella Steigelman,American,Female,0,0
74,95,Alastair (Hans H. Voight),German,Male,1887,1969
10603,30604,Carl Fischer,American,,1924,0
5042,5640,Frank Stella,American,Male,1936,0
4486,5027,Henry Rosling,British,Male,0,0
834,945,Vincent Canadé,American,Male,1879,1961
11279,33289,Laura Kurgan,South African,Female,1961,0
5264,5884,William Tipton,American,Male,1850,1929
4352,4868,Eric P. Renner,American,Male,1941,0
1605,1827,Friedrich Feigl,Czech,Male,1884,1965
10607,30621,Adrian Paci,Albanian,Male,1969,0
4021,4505,Parr,Canadian Inuit,Male,1893,1969
10889,31328,Horit Herman Peled,Israeli,Female,0,0
11680,35461,Norman Yonemoto,American,Male,1946,2014
14422,49734,Mark Lee,American,Male,1967,0
10299,28824,Clare Stephenson,British,Female,1972,0
10976,31699,Papo Colo,,Male,0,0
13613,46548,Brigitte Hellgoth,German,Female,1932,0
14795,69606,Ula Hedwig,American,Female,1951,0
7349,8388,Josep Subirats Samora,Spanish,Male,1914,1997
8069,10153,"Radius GmbH, Germany",,,0,0
8974,23207,Erich Ludwig Stahl,German,Male,0,0
6291,7020,Unknown Artist,Mexican,,0,0
9056,23485,Vera Mukhina,,Female,0,0
6932,7877,James Gross,American,Male,0,0
3996,4478,Sven Palmqvist,Swedish,Male,1906,1984
14612,67783,Frazer Dougherty,American,Male,1922,0
6299,7031,William Henry Pigou,British,Male,1818,1858
827,937,Nickie Campbell,American,,1962,0
14981,74643,Phase 2,American,Male,1955,2019
7560,8627,Kryn Taconis/Magnum Photos Co.,Dutch,Male,1918,0
3160,3551,David Ligare,American,Male,1945,0
8765,22479,Ennio Chiggio,Italian,Male,1937,0
5697,6374,Mildred E. Williams,American,Female,1892,1967
7443,8504,Acme News Pictures,,,1923,1952
271,323,John Banting,British,Male,1902,1972
8479,11130,"Artifort, The Netherlands",,,1890,0
5608,6271,June Wayne,American,Female,1918,2011
11271,33219,Jack Hauser,,Male,0,0
9821,27660,Glenn A. Davis,,Male,0,0
15087,75463,Jean Depara,Congolese,Male,1928,1997
3852,4314,Costantino Nivola,American,Male,1911,1988
2164,2447,Charles Hagen,American,Male,1942,0
14396,49601,Thon de Does,Dutch,Male,0,0
10437,29416,"Westone Laboratories, Inc.",American,,1959,0
3400,3809,L. Marval,French,,0,0
13020,42476,Fallout Productions,,,0,0
14527,67127,John Sex,American,Male,1956,1990
4295,4806,Mel Ramos,American,Male,1935,2018
13756,47157,Manuel González Rul,Mexican,Male,1923,1985
14822,69813,Christoph Rath,,Male,0,0
2898,3259,Per Krohg,Norwegian,Male,1889,1965
8550,12177,Lewis Carroll (Charles Lutwidge Dodgson),British,Male,1832,1898
12452,39155,Nicholas Felton,American,Male,1977,0
6780,7662,Franz Erhard Walther,German,Male,1939,0
1372,1560,Henry Dixon,British,Male,1820,1893
7481,8542,French Pictorial Service,,,0,0
7451,8512,Neal Boenzi/The New York Times,American,Male,1925,0
620,712,Margaret Bourke-White,American,Female,1904,1971
10326,28851,Paloma Varga Weisz,German,Female,1966,0
8903,22843,Peter Rice (Ove Arup and Partners),,Male,0,0
11117,32631,Mark Lewis,Canadian,Male,1957,0
7886,9656,Gaudí's Workshop,,,0,0
14358,49428,Antonio Marasco,Italian,Male,1896,1975
9354,24513,Vs. Filippov,,,0,0
12392,38788,Fatboy Slim,,,0,0
1984,2247,David Gordon,American,Male,1936,0
10741,30961,Jakob Kolding,Danish,Male,1971,0
6013,6713,Ch Guérin,French,Male,1875,1939
738,838,Tadeusz Brzozowski,Polish,Male,1918,1987
8567,12515,Guido Ballo,Italian,Male,1914,0
1698,1927,Jean-Michel Folon,Belgian,Male,1934,0
6016,6716,Raphael Collin,Nationality unknown,Male,0,0
14888,70021,Phil Edelstein,American,Male,1950,0
11511,34849,Helen De Michiel,American,Female,1953,0
14484,50154,Ann Magnuson,American,Female,1956,0
8450,11060,"Cooper Canada Ltd., Toronto",,,0,0
8495,11166,"Poul Jeppesen, Denmark",,Male,0,0
3285,3686,Aloisio Lahyre de  Magalhães,Brazilian,Male,1927,1982
7551,8618,Sammy Schulman/International News Photo,American,Male,1906,1980
12086,37372,Iroje Architects & Planners,Korean,,1989,0
71,92,Kinji Akagawa,Japanese,Male,1940,0
9853,27777,Marcus Willcocks,British,Male,1977,0
2997,3372,Ed E. Langbein,American,Male,0,0
14578,67482,Andrija Mutnjaković,Croatian,Male,1929,0
11166,32795,Yutaka Matsuzawa,Japanese,Male,1922,2006
2475,2791,Henri-Gabriel Ibels,French,Male,1867,1936
9467,25412,Ryan McGinness,American,Male,1972,0
10397,29010,Tom Wiscombe,American,Male,1970,0
1718,1950,Michel Fortier,Canadian,Male,1943,0
4358,4876,Alfred Reth,Hungarian,Male,1884,1966
11588,34930,Zacharias Kunuk,Canadian,Male,1957,0
2111,2384,Carlo Guarienti,Italian,Male,1923,0
7337,8372,I. Stepanov,Russian,,0,0
6156,6862,Anna Sobol,Polish,Female,1946,0
815,922,Alexander Calder,American,Male,1898,1976
7207,8213,Venturi and Rauch,American,,1964,1979
7739,9246,"Württembergische Metallwarenfabrik, Geislingen, Germany",,,0,0
3609,4037,Paula Modersohn-Becker,German,Female,1876,1907
4880,5463,Finn Sködt,Danish,Male,1944,0
8371,10858,"Ehrhard & Söhne, Germany",,,0,0
3605,4033,Jan Młodożeniec,Polish,Male,1929,2000
9059,23504,Vladimir Kozlinskii,Russian,Male,1891,1967
11708,35500,Ed Bowes,American,Male,1944,0
8076,10166,"Cesar Color, Inc., USA",,,0,0
11201,32997,Oki Sato,Canadian,Male,1977,0
5426,6066,Philip Van Aver,American,Male,1939,0
13805,47285,Philip Hays,American,Male,1930,0
4873,5456,Aaron Siskind,American,Male,1903,1991
12654,40737,Maxime Dethomas,French,Male,1867,1929
9782,27435,Kevin Kennon,American,Male,1958,0
2811,3159,Karl Knaths,American,Male,1891,1971
12039,37105,Lynne Tillman,American,Female,1947,0
4300,4811,W. D. Randall,American,Male,1908,1989
1242,1412,Stuart Davis,American,Male,1892,1964
8585,12614,Harold Rosenberg,American,Male,1906,1978
1431,1627,Russell Drysdale,Australian,Male,1912,1981
1720,1952,Christian Fossier,French,Male,1943,2013
8298,10653,"Oak, Product Design and Consultancy, Rotterdam",,,0,0
2,3,Bill Arnold,American,Male,1941,0
7063,8040,Charles S. Anderson,American,Male,1958,0
8310,10688,"Fasttrack Enterprises, Ltd., Calgary",,,0,0
124,157,Stephen Ancona,American,Male,1932,0
587,675,Enrico Bordoni,Italian,Male,1904,1969
6739,7618,Nicola Tyson,British,Female,1960,0
2864,3220,Georg Koppmann,German,Male,1842,1909
2487,2804,Hisae Imai,Japanese,Female,1931,2009
411,481,David Bentley,American,Male,1938,0
7547,8613,Alex J. Rota/The New York Times,Nationality unknown,Male,0,0
13732,47075,Annett Zinsmeister,German,Female,1967,0
15000,74780,Mark Haisman,,Male,1958,0
6359,7096,Andrew Castrucci,American,Male,1961,0
6961,7908,Vivian Cherry,American,Female,1920,2019
2347,2649,Vernon Hill,British,Male,1886,1971
3451,3863,Fernando Maza,Argentine,Male,0,0
6267,6996,Bruce Bennet,American,Male,1961,0
7265,8274,Zdenĕk Ziegler,Czech,Male,1932,0
8894,22828,Heike Lohmann,German,Female,1960,0
14544,67280,Raúl Marroquin,Colombian,Male,1948,0
13651,46773,Reaction Records,,,1966,0
12890,41845,Peter Medak,Hungarian,Male,1937,0
11906,36218,Pach Brothers,American,,1867,1947
973,1108,Anna Chojnacka,Polish,Female,1914,0
9929,28105,Galya Rosenfeld,Israeli,Female,1977,0
8746,20749,Paul E. Hultberg,American,Male,1922,2005
12627,40534,Joe Bradley,American,Male,1975,0
13873,47599,The Nig-Heist,,,0,0
73,94,Munira Al-Kazi,Kuwaiti,Female,1939,0
8862,22744,Bruno Rousselot,French,Male,1957,0
4029,4513,Edward Paschke,American,Male,1939,2004
1565,1784,Alexandra Exter,Russian,Female,1882,1949
6089,6793,Fernando Grillón,Paraguayan,Male,1931,0
10292,28815,Stephen Sollins,American,Male,1967,0
617,709,Jouineau Bourduge,French,,0,0
5913,6608,Robin Chu,British,,1951,0
3678,4114,Ree Morton,American,Female,1936,1977
9780,27433,Peter Frankfurt,American,Male,1958,0
2128,2402,Lurelle Guild,American,Male,1898,1986
5492,6142,David Vestal,American,Male,1924,2013
11193,32968,Design Interactions Department,British,,1989,0
6038,6742,Wilfred M. Zogbaum,American,Male,1915,1965
13868,47593,Minutemen,,,0,0
6755,7635,Rob Schroder,Dutch,Male,1950,0
2573,2896,Alexei Jawlensky,Russian,Male,1864,1941
9564,26376,Philip Vincent,British,Male,1908,1982
6516,7333,Alexander Girard,American,Male,1907,1993
6821,7704,Susan Weil,American,Female,1930,0
14008,47935,Margaret Watkins,Canadian,Female,1884,1969
7040,8015,Eric Goetz,American,Male,1949,0
13687,46874,Joe Colley,American,Male,1972,0
12071,37301,Roberta Bayley,American,Female,1950,0
742,842,Gustave Buchet,Swiss,Male,1888,1963
12862,41635,Didier Faustino,French,Male,1968,0
