ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height,Width
870,Drawing,11/10/1950,Y,35447,66,49.2
1694,Design,01/01/1942,Y,4519,,66
6165,Illustrated Book,06/10/1964,N,31330,21.1,13.9
33825,Ephemera,07/02/2012,Y,149152,20.3,10.1
710,Print,25/01/1994,Y,62141,80.8,60
1055,Illustrated Book,06/10/1964,N,23179,37.1,28.5
7166,Mies van der Rohe Archive,,N,87445,21.59,33.0201
3697,Illustrated Book,06/10/1964,N,27634,9.8,8.5
3528,Print,12/03/1996,Y,143700,43.8,31.8
37145,Installation,02/10/2014,N,223539,,
6624,Illustrated Book,06/10/1964,Y,27345,37.3,25.7
5933,Drawing,03/06/2015,Y,196360,14.60502921,20.63754128
6522,Drawing,07/05/1979,Y,34540,21.3,25.7
32621,Photograph,10/05/2007,Y,109411,60.9601,76.2002
4548,Photograph,09/01/1962,N,54792,61.3,58.6
1003,Illustrated Book,22/05/1969,N,17970,28,21.2
21398,Illustrated Book,,N,279800,19.1,21.4
5791,Photograph,12/10/1989,Y,49258,23,18.8
235,Illustrated Book,19/03/1956,N,10639,23.8,19.2
4510,Illustrated Book,16/10/1991,N,14698,47.1,68.6
3115,Illustrated Book,06/10/1964,Y,26669,6.4,7.9
4529,Painting,11/05/1998,Y,79765,165.7,244.5
4688,Design,22/10/1976,Y,7131,96.9,58.1
710,Print,08/10/2008,Y,119723,25.1,30
1962,Drawing,05/11/2018,Y,289046,22.54254509,13.01752604
922,Illustrated Book,06/10/1964,Y,405474,20,22
6889,Photograph,28/01/2016,N,199245,23.8,19.1
1967,Photograph,13/05/1982,N,47522,9,5.7
6115,Photograph,08/10/2008,N,220855,25.4,20.3
5027,Photograph,08/12/1976,Y,56174,16.5,20.3
1539,Print,04/12/1969,Y,74415,24.1,34.4
335,Print,06/10/1948,Y,66608,25,35.9
710,Print,,Y,153269,29.2,24.1
3258,Design,11/04/1972,Y,4937,,
3515,Drawing,05/11/1992,Y,84902,35.6,27.9
684,Photograph,18/02/1943,N,44155,29.5,21.9
32305,Work on Paper,04/02/2013,N,167042,101.6002032,76.2001524
229,Photograph,06/03/1968,N,41509,,
710,Illustrated Book,28/05/1997,Y,177950,21,12.7
67347,Textile,29/03/2017,Y,215656,225,105
4243,Print,18/11/1999,Y,69444,75,50.6
229,Photograph,06/03/1968,Y,42077,,
42457,Drawing,17/10/2012,Y,165241,49.8475997,64.77012954
5303,Print,02/03/1959,Y,61515,35.5,51.2
5039,Drawing,06/03/1962,Y,34056,27.3,35.6
1633,Print,,Y,86537,54.8,40
3373,Photograph,15/06/1995,Y,54648,18.8,21.6
1398,Photograph,10/03/1964,Y,49232,17.1,25.4
24409,Illustrated Book,,N,283825,,
1122,Design,01/12/1969,Y,8602,60.96012192,91.44018288
5145,Photograph,07/04/1953,N,52145,26.5,20
511,Illustrated Book,06/10/1964,Y,20607,7.5,8.5
7080,Print,27/10/2015,Y,200647,0,0
511,Illustrated Book,06/10/1964,Y,20783,8.4,7.5
3277,Multiple,08/10/2008,Y,128092,10,12
6076,Drawing,06/10/1948,Y,85586,11.7,15.9
1859,Print,04/06/2007,Y,407227,42,29.8
710,Illustrated Book,02/06/2005,Y,121734,27,33.8
3373,Photograph,05/04/1940,Y,46358,30.5,25.1
8231,Design,10/12/1999,Y,7828,21.7,14.1
1677,Design,12/05/1943,Y,5675,73.66014732,50.32385065
36944,Drawing,08/10/2008,N,140415,5.71501143,16.51003302
3528,Print,12/03/1996,Y,138913,26,19.7
3831,Illustrated Book,19/01/1988,N,9736,25,15.5
194,Illustrated Book,03/11/1966,N,18604,16.6,12.1
4945,Print,23/04/1974,Y,65520,30.2,62.9
47470,Design,04/06/2015,N,190202,,
4671,Drawing,10/05/2005,Y,97099,99.7,69.9
710,Print,06/10/2011,Y,146112,150.4,36.2
5910,Periodical,,N,183630,27.5,18.2
3697,Illustrated Book,06/10/1964,N,27696,13.6,10.2
7477,Illustrated Book,11/11/1997,N,18392,20,12.6
1652,Print,01/06/2006,Y,104366,48.1,64
129,Print,08/10/1963,Y,70028,45.3,59.7
74941,Video,07/11/2018,N,294475,,
3424,Design,17/05/1983,Y,3831,6.985,
31891,Work on Paper,01/07/2005,N,105940,149.2253,100.3302
5471,Print,05/04/1940,N,76297,,
6150,Illustrated Book,24/05/1951,N,14399,17.6,14.7
4892,Photograph,16/10/1986,Y,51800,37.4,37.5
5417,Print,10/01/1974,Y,74904,45.7,38
7557,Sculpture,09/06/2008,Y,119038,40,61
4849,Print,10/01/1974,N,77825,15.2,15.2
527,Drawing,10/12/1963,Y,37503,98.4,64.1
89,Design,22/11/1937,Y,6833,76.2,114.3
49121,Print,27/10/2015,Y,199636,12.4,12.4
895,Photograph,10/03/1964,Y,49515,27.3051,34.2901
4363,Photograph,16/01/1941,Y,92472,39.5,49
229,Photograph,06/03/1968,Y,40873,,
2140,Photograph,13/12/1979,Y,57705,28.7,40
41620,Film,08/02/2012,N,158852,,
1633,Print,06/12/1966,N,72143,,
4160,Print,25/10/1988,N,67739,54.6,36.2
6338,Photograph,21/02/1975,Y,46332,19.5,15
1547,Illustrated Book,10/11/1977,Y,17466,50.5,38.5
649,Print,20/05/1999,N,133955,27.4,21.1
131529,Architecture,04/11/2019,N,409412,33,46
18701,Audio,08/10/2008,N,180276,0,0
2286,Photograph,18/05/2011,Y,147710,19.5,24.3
1974,Print,22/05/1978,Y,68503,61.3,66.4
4787,Print,10/10/2013,Y,175631,19,17.7
5392,Photograph,14/12/1995,Y,56571,19.1,24
7041,Photograph,12/01/2005,Y,98292,24,19
1777,Photograph,13/04/1933,Y,44011,10.7,16.1
3281,Illustrated Book,10/11/1977,Y,17500,22.6,22.5
5293,Drawing,18/10/1967,Y,37704,27.4,21
5097,Drawing,27/10/1978,Y,38012,19.7,13.3
41332,Drawing,18/10/2017,Y,222069,,
1492,Illustrated Book,06/10/1964,N,23946,11.3,10.8
7166,Mies van der Rohe Archive,06/11/1974,N,106817,106.0452121,83.18516637
3373,Photograph,15/06/1995,N,51373,52.6,40.6
1145,Print,05/03/1998,Y,10792,42.1,26.4
3229,Photograph,14/05/1975,Y,48509,23.9,36
5053,Illustrated Book,11/04/1967,N,15800,26.8,36.2
229,Photograph,06/03/1968,Y,42335,,
2923,Illustrated Book,22/05/1978,Y,17360,27.3,36
1633,Print,09/11/1965,Y,94709,42.5,32.6
229,Photograph,06/03/1968,Y,42514,,
39882,Photograph,09/05/2013,Y,165720,42.5,32.5
5486,Illustrated Book,11/11/1997,N,86645,15,7.2
6399,Photograph,11/06/1998,N,54376,21.2,32.8
7166,Mies van der Rohe Archive,,N,89128,28.5751,47.6251
1911,Sculpture,05/10/2015,Y,197081,304.8006096,0
6802,Print,11/09/1974,Y,67847,35.1,64.8
5053,Illustrated Book,06/10/1964,Y,30430,6,20
2729,Photograph,04/06/1974,Y,51096,26.7,26.7
6459,Frank Lloyd Wright Archive,,N,200857,,
3302,Illustrated Book,10/05/1966,N,15208,4,2.7
23390,Illustrated Book,24/01/2001,Y,13290,35.6,26.5
2134,Print,27/10/2015,Y,199777,20,15
69770,Painting,12/12/2017,Y,222902,130,450.1
5702,Painting,09/10/1984,Y,79349,305.4,428
196,Illustrated Book,09/01/1986,N,9461,,
4823,Print,07/01/1975,Y,76506,66.8,51.4
542,Illustrated Book,06/10/1964,Y,21125,3.2,4.2
3528,Print,07/10/1971,Y,70041,31.8,32.2
710,Print,,Y,167555,38.4,28.89255779
561,Photograph,24/10/2013,Y,172489,19.2,28.1
934,Print,11/04/1967,N,64337,57.1,32.8
5785,Photograph,12/05/2010,Y,135969,53.65760732,42.70383541
28695,Print,12/11/2007,N,122614,29.6,42
4609,Illustrated Book,06/10/1964,Y,125883,20.3,26.8
41829,Illustrated Book,21/03/2018,N,297154,20.95504191,29.84505969
25181,Drawing,10/05/2005,Y,95597,24.8,31.1151
7917,Print,15/10/1986,Y,67033,,
8632,Photograph,14/06/2001,Y,58783,17.1,21.9
26770,Print,17/11/2009,Y,133063,9.8,10
101,Design,18/02/1943,N,163193,,
,Print,08/10/2008,N,137905,0,0
2002,Photograph,13/11/1973,N,54270,17.1,24.6
,Periodical,10/11/2010,N,144291,30.8,23.2
710,Print,18/06/2008,Y,84272,21.2,15.9
6274,Print,04/12/1969,N,76642,56.5,76.3
8595,Photograph,10/11/1971,N,83355,18.1,23.8
32424,Ephemera,,N,142477,27.94005588,21.59004318
6534,Design,12/05/1964,Y,7100,97.1,67.3
2105,Photograph,21/05/1969,Y,52231,30.5,20.9
6459,Frank Lloyd Wright Archive,,N,200841,57.1501143,56.83261367
5053,Illustrated Book,06/10/1964,N,30505,30,20.2
1055,Illustrated Book,06/10/1964,N,22548,28.5,22.8
3528,Print,14/05/1987,Y,87859,30.3,60.8
131528,Design,04/11/2019,N,396740,23.5,28
229,Photograph,06/03/1968,Y,43622,,
4472,Illustrated Book,04/11/1992,N,18035,9.3,3.8
37702,Print,19/11/2009,Y,132419,91.44018288,60.96012192
4823,Print,10/11/1976,Y,70200,76.2,56.4
7421,Architecture,15/10/2018,Y,291072,21,29.7
6459,Frank Lloyd Wright Archive,,N,201185,30.48006096,45.72009144
1198,Illustrated Book,07/11/1952,N,13988,17.9,11
36415,Drawing,10/02/2010,Y,130383,15.24003048,22.86004572
47269,Design,02/03/2015,Y,189438,31.43256287,31.11506223
3832,Illustrated Book,06/10/1964,N,28423,27.1,21.5
47372,Design,02/03/2015,Y,189690,31.11506223,31.11506223
2372,Print,04/11/1943,Y,72557,19.8,15.1
28803,Drawing,10/05/2005,Y,118665,57.1501143,68.58013716
8595,Photograph,26/10/2017,Y,275337,5.08001016,5.08001016
12501,Illustrated Book,20/11/2002,Y,86772,17.2,13
31732,Print,07/03/2007,N,105748,137.1603,195.5804
710,Print,07/02/2012,Y,150513,12,14.8
23390,Design,10/12/1999,N,8673,29.5,21.1
4506,Photograph,09/10/2014,N,187314,49.53009906,74.93014986
6115,Audio,08/10/2008,N,180288,0,0
5486,Illustrated Book,20/11/2002,Y,86767,17.1,22.2
4609,Illustrated Book,06/10/1964,Y,29941,20.8,15.4
8595,Photograph,07/10/2010,N,174546,14.60502921,20.32004064
6011,Design,09/02/2012,Y,156042,87.63017526,59.05511811
8595,Photograph,28/01/2016,Y,199835,36,27.4
37691,Photograph,09/05/2012,N,164806,15.2,18.4
8059,Mies van der Rohe Archive,,N,148039,45.40259081,58.73761748
3926,Photograph,05/12/1984,Y,54045,35.5,27.6
7527,Architecture,25/09/1996,Y,1036,29.21005842,302.2606045
49485,Film,10/02/2016,N,202422,,
2374,Illustrated Book,06/10/1964,Y,151548,28.8,18.2
33913,Print,06/10/2011,Y,156892,158.7503175,111.7602235
38678,Installation,13/10/2010,N,141983,5.556261113,5
2801,Print,10/10/1968,N,76538,67.8,52.4
1596,Print,27/09/1944,Y,62977,42.9,45.2
69610,Film,16/10/2018,Y,292775,,
2002,Photograph,12/10/2000,Y,55523,21.7,32.7
710,Print,09/06/2010,Y,136122,27.9,21.6
229,Photograph,06/03/1968,Y,39121,,
740,Photograph,09/05/2012,Y,157614,22.7,19.5
1106,Illustrated Book,06/10/1964,Y,23450,15.5,15.9
229,Photograph,06/03/1968,N,40507,,
2240,Drawing,08/05/1962,Y,34706,65.1,48.6
3877,Design,24/09/2001,Y,1197,6.985,
1055,Illustrated Book,06/10/1964,N,23242,37.3,28
7679,Print,10/11/2010,Y,142454,60.64262129,90.48768098
665,Illustrated Book,06/10/1964,N,21826,1.7,9.4
366,Illustrated Book,18/01/1993,N,10046,16.7,8.2
3426,Architecture,14/02/2017,Y,216212,10.79502159,8
4506,Photograph,09/10/2014,Y,185885,49.53009906,74.93014986
60,Photograph,15/10/1981,Y,50326,25.9,33.8
229,Photograph,06/03/1968,Y,42500,,
8575,Design,30/04/2001,Y,4670,5.715,
2699,Design,08/01/1980,Y,5999,127,89.5
3373,Photograph,16/01/1941,Y,44495,24.1,19
7639,Print,07/10/2004,N,151688,33.02006604,25.4000508
3008,Photograph,15/06/1964,Y,54806,20,18.9
43702,Print,02/10/2014,Y,187931,19,29
1918,Illustrated Book,11/10/1950,N,14519,19.5,15.9
2823,Print,13/01/2009,Y,164493,37.8,89.6
3229,Photograph,04/05/1971,Y,52741,33,21.3
7166,Mies van der Rohe Archive,,Y,170233,41.9101,29.8451
43594,Video,02/05/2013,N,169829,,
665,Illustrated Book,06/10/1964,Y,155492,5.1,7.7
8595,Photograph,,Y,405127,,
37653,Work on Paper,,N,124683,73.66014732,50.8001016
69644,Photograph,17/05/2018,Y,283564,38.1000762,30.32131064
5428,Illustrated Book,12/06/1963,N,16324,13.9,14.8
2229,Print,24/01/2001,Y,95054,30.6,22.7
5456,Photograph,22/04/1959,Y,51456,20.7,33.7
1223,Design,22/11/1937,N,6845,76.2,114.3
3213,Print,06/12/1971,Y,72470,106.7,76
35105,Design,22/05/2008,Y,118645,21.3,18.7
8595,Photograph,02/02/2017,Y,217511,23.8,17.6
6143,Illustrated Book,14/04/1964,N,15010,11.3,10.1
4121,Print,27/10/2015,Y,199561,17.2,14.7
2344,Print,04/12/1969,N,76371,44.6,62
4907,Illustrated Book,,Y,104429,28,21
2002,Photograph,12/10/2000,Y,55406,20.4,30.7
6976,Illustrated Book,18/01/1993,N,10520,5.4,6.4
5409,Photograph,02/02/2017,Y,273627,35.56007112,45.72009144
28772,Drawing,10/05/2005,Y,97153,37.78257557,51.43510287
101,Design,18/02/1943,N,163111,,
649,Print,20/05/1999,N,134178,27.4,21.1
49710,Film,04/05/2016,Y,204856,,
17816,Photograph,12/11/2008,Y,124718,29.5,44.2
502,Illustrated Book,22/06/1953,N,17160,39.8,29.4
4327,Print,19/12/1956,Y,73900,22.4,30.5
6109,Print,,N,84754,,
2859,Illustrated Book,07/01/1975,N,9957,20.2,15.1
6981,Photograph,07/06/1990,Y,132609,13.5,8.4
2869,Design,06/04/1955,Y,295973,76.2,52.0701
39155,Design,09/02/2012,N,175244,25.4000508,20.32004064
4117,Design,07/03/1968,Y,5412,51.4,35.5
2349,Illustrated Book,06/10/1964,N,26422,9.4,12
2284,Drawing,11/12/1968,N,38675,30.5,22.5
47983,Design,04/06/2015,Y,193606,38.1000762,55.88011176
1118,Drawing,02/11/1977,Y,37139,76.2,101.6
8496,Print,10/11/2010,Y,142463,30.48006096,30.48006096
710,Drawing,09/06/2010,Y,136102,66.8,102
69904,Architecture,12/02/2018,N,274533,101.6002032,139.7002794
38678,Installation,13/10/2010,N,141903,28.41630683,46.51384303
1652,Print,24/05/2001,Y,87701,20.1,24.3
37934,Print,10/11/2010,N,142721,41.91008382,29.84505969
3721,Illustrated Book,06/10/1964,Y,27999,6.5,23.7
5910,Drawing,20/10/1994,Y,37301,31.3,20
1492,Illustrated Book,06/10/1964,N,23726,11.3,11.3
6810,Print,15/01/1987,N,69889,,
3373,Photograph,15/06/1995,Y,53255,39.2,20.8
28762,Drawing,10/05/2005,Y,97052,21.6,27.9
952,Print,10/01/1974,Y,72635,56.1,76.4
30876,Drawing,04/04/2019,Y,299355,,
5889,Print,12/05/1970,Y,64248,16.8,12.2
1132,Illustrated Book,06/10/1964,N,31832,18,12.4
1509,Print,06/10/1948,N,66936,52.8,43.2
7479,Print,12/03/2008,Y,118136,51.5,45.6
2419,Painting,06/10/2005,Y,100248,193.3579,201.2954
8595,Photograph,07/10/2010,N,174490,27.94005588,38.1000762
1750,Illustrated Book,22/05/2012,Y,161176,19.8,14.9
3528,Print,22/10/1970,Y,203426,35.6,35.6
1293,Drawing,21/01/2016,Y,201941,,
501,Drawing,21/03/2018,Y,178203,82.86766574,108.9027178
8595,Photograph,26/10/2017,Y,275340,5.08001016,5.08001016
3537,Sculpture,06/06/1967,Y,81480,280.4,
3671,Design,04/12/1958,Y,2302,76.2,
506,Photograph,10/11/1983,Y,55980,38.2,48.6
32795,Print,12/11/2007,Y,124563,14.8,10
37992,(not assigned),08/10/2008,N,135470,0,0
6911,Illustrated Book,04/11/1992,N,17880,23.3,22
3373,Photograph,15/06/1995,Y,53996,14.2,10.9
3827,Photograph,10/11/1971,Y,55271,19,23.5
4707,Print,11/05/1965,N,69950,25.2,15.4
5281,Drawing,10/05/2005,Y,97325,26.67005334,39.37007874
89,Design,22/11/1937,Y,6828,76.2,114.3
50045,Design,12/02/2018,Y,275379,15.24003048,31.11506223
5740,Design,15/04/2009,Y,129066,30.48006096,22.86004572
8083,Photograph,09/10/2014,Y,184135,34.29006858,21.59004318
24409,Audio,10/10/2013,Y,184307,30.7,23.1
7166,Mies van der Rohe Archive,,Y,191259,31.7500635,81.91516383
2141,Painting,18/10/1967,Y,80059,92.3,73.2
6408,Print,09/01/1986,Y,60119,78.9,58.1
4880,Illustrated Book,07/01/1964,N,24883,14.8,11.3
24048,Illustrated Book,24/01/2001,N,22021,34.7,24.2
49530,Photograph,02/05/2016,Y,205419,24,30
710,Illustrated Book,02/06/2005,Y,126522,27.3,30.7
6288,Video,12/02/2013,Y,167267,,
8595,Photograph,12/01/1954,N,55399,,
75015,Photograph,24/10/2018,Y,292084,8.096266193,11.43002286
7166,Mies van der Rohe Archive,,Y,120816,20.95504191,29.21005842
43916,Architecture,06/10/2014,Y,184771,60,90
6453,Illustrated Book,28/10/1980,N,19775,23.4,17.4
710,Print,08/10/2008,Y,119649,17.8,13.7
6459,Frank Lloyd Wright Archive,,N,174040,243.8404877,30.16256033
7084,Illustrated Book,18/01/1993,N,10209,53.3,34.9
2270,Design,06/11/1974,Y,3851,29.8451,16.8275
4804,Drawing,05/11/2018,Y,293102,21.59004318,27.94005588
3111,Illustrated Book,03/06/2015,Y,195136,22.5,20.6
1646,Illustrated Book,06/10/1964,N,25344,5.5,10.2
1634,Illustrated Book,11/12/1968,Y,174613,27.2,21.2
4633,Illustrated Book,24/05/1951,N,13540,21.3,27.8
710,Print,08/10/2008,Y,119501,27.7,20.8
1500,Illustrated Book,06/10/1964,N,24524,21.3,19.3
4840,Drawing,10/05/2005,Y,98520,28.5751,22.225
3569,Illustrated Book,24/01/2001,Y,14492,18.7,12.5
2679,Design,22/02/2016,Y,200401,91.44018288,60.96012192
392,Print,17/03/1948,Y,59799,40.6,32.2
3409,Illustrated Book,06/10/1964,N,27000,24.9,18.5
19572,Print,23/05/2018,N,284634,89.85267971,72.39014478
5417,Print,10/01/1974,Y,74900,55.4,76.3
8595,Photograph,,Y,405366,,
,Design,06/04/1965,N,5992,83.8,118.1
3528,Print,02/06/2005,Y,104320,45,45
2141,Print,24/05/1951,Y,101651,19.4,13.8
6165,Illustrated Book,06/10/1964,N,31339,20.5,48
229,Photograph,06/03/1968,N,42709,,
34459,Illustrated Book,08/10/2008,Y,132178,10.16002032,18.41503683
4048,Design,10/12/1999,N,8716,,
1919,Illustrated Book,04/01/1972,N,9076,19.8,23.1
5428,Illustrated Book,12/06/1963,N,16317,7.6,10
1192,Illustrated Book,06/10/1964,N,23502,20.4,15.5
6520,Illustrated Book,08/10/2008,N,149505,19.1,21.4
6344,Illustrated Book,04/01/1973,N,10466,30.4,21.4
47288,Design,04/06/2015,Y,191536,41.91008382,30.98806198
1749,Illustrated Book,24/01/2001,Y,16314,40.4,30.1
6520,Illustrated Book,,N,171918,19.1,21
4016,Print,24/03/1949,Y,63198,53.8,43.2
710,Illustrated Book,03/10/2012,Y,277745,32.5,24.5
1607,Photograph,13/05/1982,N,47566,9,5.7
4488,Print,06/10/1964,Y,72481,75.5,49.3
26770,Print,17/11/2009,Y,133172,5.9,11.9
4823,Print,23/04/1980,Y,69109,145.2,101.9
665,Illustrated Book,06/10/1964,N,155233,25,16.5
7003,Sculpture,08/03/1993,Y,80874,208.9,99.1
12997,Illustrated Book,24/01/2001,N,19427,18,13.6
710,Print,02/06/2005,Y,98533,22.7,17
39193,Installation,08/03/2011,Y,146172,,
28690,Drawing,09/10/2007,Y,109605,39.05257811,51.1
1633,Illustrated Book,06/10/1964,N,25165,10.5,18.8
1196,Design,06/12/2010,Y,89891,88.9001778,114.3002286
335,Print,30/09/1954,Y,66248,35.4,27.6
1634,Illustrated Book,11/12/1968,Y,174567,20.8,14.6
7961,Drawing,11/10/2001,Y,82302,46.3551,22.86
28550,Drawing,10/05/2005,Y,109156,27.94005588,22.86004572
31258,Work on Paper,,N,152062,,
8042,Drawing,12/12/2000,Y,38717,101.6,73
1680,Print,06/12/1971,Y,72175,20,28.3
5117,(not assigned),08/10/2008,N,131541,2.5,2.5
2637,Drawing,08/10/2008,Y,127384,21.2,27.5
24409,Illustrated Book,,N,283791,,
229,Photograph,06/03/1968,N,40744,,
1282,Design,22/11/1937,Y,6711,76.2,114.3
3723,Print,20/05/1990,Y,64301,22.8,25.3
2915,Illustrated Book,18/10/1967,N,32499,10.1,4.9
28695,Drawing,10/05/2005,Y,96561,76.2002,56.1976124
7166,Mies van der Rohe Archive,,Y,145732,34.29006858,50.16510033
429,Print,16/01/1941,Y,66692,32.3,24.8
27243,Drawing,10/05/2005,Y,95371,51.75260351,61.27762256
5821,Drawing,01/01/1942,Y,85420,37.1475743,29.21005842
37145,Installation,02/10/2014,N,223595,,
7166,Mies van der Rohe Archive,,Y,175063,15.24003048,21.27254255
28847,Print,02/06/2005,N,102751,51.7,74.2
3426,Illustrated Book,06/10/1964,Y,27195,36.2,17.5
31732,Print,07/03/2007,Y,105749,95.88519177,200.3429007
1591,Painting,18/10/1967,Y,80031,31.1,98
2456,Illustrated Book,09/11/1965,N,25860,45,32.7
8595,Photograph,07/10/2010,Y,141260,10.1,15.1
5517,Photograph,16/10/1986,Y,51890,37.6,37.8
4192,Photograph,17/03/1937,N,48345,10.8,5
5993,Print,11/05/1976,Y,64875,32.1,27
1533,Photograph,08/05/2014,N,185107,21.7487935,28.41630683
6168,Architecture,10/06/2016,N,204174,45.72009144,88.9001778
6459,Frank Lloyd Wright Archive,,N,200786,40.00508001,68.26263653
196,Illustrated Book,09/01/1986,N,9471,,
5450,Photograph,13/11/1973,Y,55006,29.2,48.2
1492,Illustrated Book,06/10/1964,N,23915,11.2,10.7
5409,Photograph,13/02/2013,Y,165146,48.26009652,32.38506477
4316,Design,04/12/1957,Y,6328,99.6,61.5
23308,Print,24/01/2001,Y,282623,23.3,18.3
4472,Illustrated Book,04/11/1992,N,18036,8.2,10.3
2973,Photograph,04/06/1974,N,51360,22.2,14.6
7471,Illustrated Book,26/05/1994,N,15266,11.1,4.8
352,Print,16/05/2011,Y,146956,29.6,20.9
1500,Illustrated Book,06/10/1964,N,24567,29.5,24.7
7166,Mies van der Rohe Archive,06/11/1974,Y,106443,21.1138,29.5276
2691,Design,09/10/1957,Y,2799,269.2405385,104.1402083
28723,Drawing,10/05/2005,Y,96715,96.5202,180.3404
7825,Photograph,13/06/1996,N,51063,137.5,194
630,Print,03/10/2012,N,167453,35,25
5181,Illustrated Book,23/10/1990,N,17716,32,24
7166,Mies van der Rohe Archive,,N,199411,52.70510541,80.01016002
3716,Photograph,16/01/1941,N,46830,29.2,20
788,Design,19/10/2015,Y,207007,26.67005334,18.41503683
2789,Photograph,01/05/1968,Y,51712,22.8,23.1
4039,Photograph,06/04/1965,Y,51266,23.4,18.6
506,Photograph,15/10/1987,Y,49930,38.4,44.6
2898,Print,08/03/2005,N,98863,55.8801,71.1201
8592,Photograph,14/06/2001,Y,58660,11.2,16.5
24388,Illustrated Book,24/01/2001,N,29869,18.5,13.1
8595,Photograph,,Y,405378,,
3307,Design,30/11/1983,Y,8148,103,72.7
2053,Illustrated Book,06/10/1964,N,26156,20,17.7
511,Illustrated Book,06/10/1964,Y,20405,31,23.9
710,Print,17/11/1993,Y,69580,27.7,51.2
2048,Design,07/03/1968,Y,5171,116.8,76.8
6832,Video,18/08/2000,Y,118563,,
4030,Print,11/05/1976,Y,64672,37.2,32.4
4945,Illustrated Book,10/11/1977,N,17533,42.3,49.7
1874,Audio,,N,223164,0,0
4285,Drawing,,Y,108228,35.5,28
3753,Illustrated Book,06/10/1964,Y,28048,7,141
5305,Illustrated Book,18/01/1993,N,10650,30.4,25
3832,Illustrated Book,04/01/1973,N,10318,2.6,3.4
29982,Drawing,09/10/2007,Y,109543,10.5,15
23390,Design,04/04/1956,N,5771,59.7,41.9
2233,Photograph,28/05/2015,N,194504,35.56007112,35.56007112
7532,Photograph,11/01/2006,Y,102272,39.4,58.73761748
3528,Print,22/10/1981,Y,99388,18.5738,18.6
879,Illustrated Book,06/10/1964,N,22204,12.5,16.5
710,Print,18/06/2008,Y,84506,30.2,25.3
45535,Film,18/02/2014,Y,179381,,
229,Photograph,06/03/1968,N,41965,,
3071,Illustrated Book,06/10/1964,N,26657,13.4,8.2
3821,Print,10/01/1961,N,70697,29.8,44.7
3617,Print,05/04/1940,N,76066,,
30929,Print,01/06/2006,N,115053,47,31.5
38160,Photograph,12/05/2010,Y,140520,53.65760732,44.60883922
6853,Periodical,25/10/1956,Y,114881,28,21.6
2051,Painting,08/01/1963,Y,78306,101.6,126.6
2498,Print,27/10/2015,Y,199656,11.2,5.8
3884,Print,04/12/1969,Y,75297,57.2,76.1
4302,Illustrated Book,07/01/1964,N,24961,14.8,11.4
4823,Drawing,12/06/1963,Y,36748,36.5,29.2
2892,Print,04/06/1968,N,73826,20,24.6
5914,Print,10/01/1974,N,73791,72.1,60.2
3369,Print,04/12/1979,Y,75518,60.4,44.8
70015,Photograph,24/01/2018,Y,275270,40.64008128,50.8001016
5076,Architecture,16/05/1989,Y,191,64.8,47.9
542,Illustrated Book,06/10/1964,Y,21093,2.7,3.5
1965,Illustrated Book,12/10/1989,N,14931,10,7.5
2991,Illustrated Book,08/05/1962,N,12808,62,47
3197,Print,01/05/1952,Y,10605,31.1,29.5
5145,Photograph,28/05/2015,Y,204752,25.4000508,17.78003556
2981,Print,20/03/1941,Y,68432,,
4016,Illustrated Book,07/02/1972,Y,9241,33.2,48.1
3502,Drawing,09/10/2007,Y,108364,56.51511303,44.76758954
4192,Photograph,17/03/1937,N,48196,7.3,6
75541,Photograph,12/11/2019,Y,297283,49.68884938,39.84632969
6287,Photograph,13/01/1994,Y,45411,22.4,34.2
3197,Print,16/10/1947,Y,117561,35.3,29.2
,Film,26/07/2002,N,158382,,
3640,Illustrated Book,21/01/1982,N,9570,41.4,29.4
710,Illustrated Book,04/04/2002,Y,84165,14.7,12.4
6640,Print,17/11/1993,Y,72821,,
5065,Illustrated Book,29/09/1949,N,19508,10.2,8
710,Print,18/06/2008,Y,84347,29.5,29.7
5145,Photograph,28/05/2015,Y,194141,,
8595,Photograph,14/06/2001,Y,86440,8.4,28.6
4071,Design,22/02/2016,Y,200405,85.09017018,61.59512319
710,Print,20/05/1999,Y,63100,42.8,27.5
3648,Photograph,10/05/1973,N,49099,23.5,19.6
2906,Illustrated Book,04/12/1969,Y,32397,54.4,38.6
4975,Photograph,15/10/1998,Y,55287,10.8,7.8
8132,Drawing,10/05/2005,Y,96937,45.72009144,60.96012192
24409,Print,05/03/1998,N,62483,18.8,14.7
5863,Photograph,26/02/1981,N,92712,47.2,34
24431,Photograph,18/05/2011,Y,142791,15.2,19.3
229,Photograph,06/03/1968,Y,39738,,
6246,Print,02/03/2000,Y,92001,96.52019304,96.52019304
,Frank Lloyd Wright Archive,,N,222293,,
8333,Drawing,13/02/2001,Y,38496,11.4,7
6329,Photograph,11/10/1966,Y,53978,22.9,17.7
7961,Drawing,08/02/2005,Y,94487,46.9901,24.13
39651,Photograph,18/05/2011,Y,147156,164.7828296,127
2648,Photograph,07/01/1964,N,83023,9.9,8.1
3447,Illustrated Book,10/03/1964,N,13693,32.7,37.2
1646,Illustrated Book,06/10/1964,N,25612,4.9,19.9
665,Illustrated Book,06/10/1964,N,21612,28.5,22.7
1055,Illustrated Book,06/10/1964,N,23079,32.9,24.7
