ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height,Width
5863,Photograph,26/02/1981,N,92683,47.2,34
1633,Print,09/11/1965,Y,94716,50.6,38.6
3166,Illustrated Book,26/05/1960,N,12069,49.3,45
6246,Print,11/11/1997,Y,71660,57,56.5
229,Photograph,06/03/1968,Y,40023,,
710,Print,17/11/1993,Y,68309,17.6,13.8
5656,Photograph,12/04/2001,Y,82435,40.6,51.2
3648,Photograph,10/05/1973,N,49305,18.5,23.9
7017,Photograph,11/06/1998,Y,52059,37,37.6
7812,Drawing,12/12/2000,Y,38711,65.7226,48.8951
1453,Photograph,07/01/1970,Y,140562,31.11506223,25.71755144
8595,Photograph,07/10/2010,N,174394,22.22504445,19.0500381
2719,Illustrated Book,25/05/1983,N,18592,,
7166,Mies van der Rohe Archive,06/11/1974,Y,106532,28.5751,22.5425
5037,Design,04/06/2015,Y,192500,,
1873,Multiple,16/05/2011,Y,147038,7.2,17.3
7517,Design,11/12/2000,Y,8750,92.1,60
8595,Photograph,11/12/1997,Y,55790,17.8,13.5
6015,Design,19/10/2015,Y,198780,27.30505461,20.95504191
5070,Illustrated Book,06/10/1964,N,30693,28.3,33
7166,Mies van der Rohe Archive,06/11/1974,N,106867,15.24003048,20.63754128
1777,Photograph,13/04/1933,Y,44634,15.9,11.1
502,Drawing,18/03/1942,Y,85000,11.7475,18.415
1547,Print,18/05/1971,Y,69232,12.6,13.6
6089,Photograph,04/11/1943,N,94836,,
38512,Photograph,07/10/2010,Y,139202,20.95504191,29.84505969
22715,Illustrated Book,07/06/2017,Y,222487,43,30.2
1955,Design,12/05/1943,Y,5730,73.18389637,48.57759716
745,Photograph,10/01/1968,Y,50592,29.9,22.5
1039,Illustrated Book,11/11/1997,N,87872,,
3418,Print,07/01/1975,Y,59915,76.5,56.5
3832,Painting,22/09/1998,Y,80016,32.7,40.6
3487,Painting,06/07/1943,Y,80002,54,80.6
961,Photograph,01/05/1968,Y,52169,18.7,26.7
3547,Photograph,13/05/1982,N,47553,9,5.7
5809,Illustrated Book,13/11/2001,Y,82694,24.1,26.5
2002,Photograph,12/10/2000,N,57371,19.1,28.5
630,Print,03/10/2012,N,167299,35,25
1633,Drawing,04/04/1978,Y,33554,32.4,25.1
3315,Drawing,10/05/2005,Y,96439,42.2276,30.1626
7470,Architecture,03/06/2013,Y,168057,29.7,33.5
1511,Illustrated Book,06/10/1964,N,24694,21.9,9.8
7479,Multiple,05/03/1998,Y,62449,13.7,13.5
5910,Illustrated Book,06/10/1964,N,31143,17.5,14.3
1859,Print,04/06/2007,Y,407279,42,29.7
40555,Multiple,06/10/2011,Y,151219,,
7919,Illustrated Book,08/03/2006,Y,106094,26.2,20.7
1194,Design,04/12/1958,Y,2597,,7
5238,Photograph,10/12/1998,N,56801,50.6,34.5
542,Illustrated Book,06/10/1964,Y,21126,5.8,8
6399,Photograph,11/06/1998,N,53068,27,40.2
10045,Design,17/06/1947,Y,2588,3.8,
4415,Print,12/11/2007,N,120957,15.7,23.5
6432,Illustrated Book,06/04/1954,Y,13431,12.4,9.9
2255,Photograph,07/01/1964,Y,45535,49.3,39.5
2637,Photograph,08/10/2008,N,297202,0,0
710,Print,17/11/1993,Y,68148,20,6.6
49682,Photograph,19/05/2016,N,216001,0,40.64008128
8238,Design,10/12/1999,N,8429,14.4,11.4
2002,Photograph,12/10/2000,N,57410,19.2,28.5
2221,Print,05/04/1940,Y,74751,25.2,20.3
1777,Photograph,25/10/1956,Y,52566,14.8,18.8
8059,Mies van der Rohe Archive,,N,149582,45.08509017,43.18008636
5098,Illustrated Book,30/05/1989,Y,12051,27,18
6459,Frank Lloyd Wright Archive,,N,201132,93.02768606,100.3302007
3136,Photograph,20/02/2014,Y,177233,31.4,30.5
1547,Drawing,11/10/1966,Y,36800,,
25983,Print,10/10/2013,Y,181220,45.72009144,52.07010414
3528,Print,25/05/1983,N,71124,60.8,60.3
229,Photograph,06/03/1968,Y,39595,,
2923,Print,05/03/1970,Y,62025,23.6,33.4
23308,Illustrated Book,24/01/2001,N,161631,10.5,14.9
35285,Print,10/10/2013,Y,173392,56.51511303,44.13258827
31589,Illustrated Book,08/10/2008,N,277652,19.1,21
6592,Design,19/10/2015,Y,203410,29.84505969,20.95504191
1055,Illustrated Book,06/10/1964,N,22546,28.7,22.8
1634,Illustrated Book,22/05/1969,N,18022,34.8,23.6
398,Photograph,09/11/1965,N,131153,,
6033,Print,11/10/1950,Y,65851,28.4,17.5
1055,Illustrated Book,06/10/1964,N,23125,28.5,20.8
39882,Photograph,09/05/2013,Y,165430,12.4,17.5
30732,Print,01/06/2006,Y,103029,33,37
869,Design,19/10/2015,Y,202126,29.52755906,20.95504191
1492,Illustrated Book,06/10/1964,N,23826,4.2,7.3
2002,Photograph,12/10/2000,Y,55976,16.3,24.5
6191,Illustrated Book,04/01/1973,Y,9046,21,23
2678,Photograph,05/12/1984,N,53944,17.2,25.3
28830,Drawing,10/05/2005,Y,97516,152.4003,243.8405
248,Photograph,15/02/1979,N,44821,45.7,36.1
44336,Photograph,24/10/2013,Y,176894,52.07010414,65.40513081
5607,Design,18/11/1985,Y,6946,81,57.2
24409,Illustrated Book,,N,283787,,
37145,Ephemera,04/04/2019,N,295102,31.11506223,46.35509271
2158,Illustrated Book,06/10/1964,N,26208,1.9,1.8
229,Photograph,06/03/1968,N,41361,,
4160,Drawing,01/01/1983,Y,153426,73,57.5
1633,Print,09/11/1965,Y,94733,38.2,33
756,Multiple,08/10/2008,Y,126319,7.4,9.366268733
23005,Print,17/11/2009,Y,296745,57.9,45.1
1973,Photograph,13/10/2004,N,91832,35.5601,27.9401
369,Illustrated Book,06/10/1964,Y,20260,2.7,1.7
3213,Illustrated Book,16/01/1990,N,10011,31,27.5
2795,Print,18/01/1983,Y,64696,50.3,45.1
4722,Photograph,12/04/1966,N,48670,26.8,33.5
6545,Illustrated Book,22/01/1952,N,10578,20.7,17.4
3753,Illustrated Book,06/10/1964,Y,28040,15.1,15.7
1055,Illustrated Book,06/10/1964,N,22743,29.6,24.3
36123,Drawing,10/02/2009,N,127069,52.07010414,27.94005588
2628,Photograph,12/03/1963,N,47958,,
3947,Illustrated Book,06/10/1964,N,31731,17.7,13
10973,Design,24/10/1990,N,4303,67.3101,67.3101
5625,Illustrated Book,11/12/1962,N,16533,32.7,24.7
153,Print,11/12/2019,Y,399922,151,93.5
5181,Illustrated Book,05/03/1970,N,11953,70,50.5
1093,Illustrated Book,24/01/2001,N,416861,3.1,3.1
5086,Print,10/11/1976,Y,71163,30.8,38.4
1859,Print,04/06/2007,Y,407215,42,29.8
5914,Print,10/01/1974,N,94185,13.4,16.7
1500,Illustrated Book,06/10/1964,N,24387,9.4,10.4
665,Illustrated Book,06/10/1964,N,21628,28.4,22.6
6329,Photograph,02/04/1974,Y,49158,11.3,9.2
7534,Print,27/10/2015,Y,199812,25.3,22.2
67344,Painting,05/06/2017,Y,215651,76.2001524,91.44018288
30876,Drawing,04/04/2019,Y,299218,,
7503,Sculpture,06/10/2005,Y,100280,106.6802,127.0003
1652,Print,01/06/2006,Y,104373,58.5,51.2
4236,Design,24/05/1951,Y,7188,40,57.8
23308,Illustrated Book,24/01/2001,Y,164408,15,10.5
7995,Design,22/04/1998,Y,2601,182.2454,
806,Illustrated Book,21/09/1983,Y,19530,33.3,30.3
710,Print,17/11/1993,Y,71125,16.4,15.1
6231,Print,06/04/1965,N,64721,43.4,57.9
229,Photograph,06/03/1968,N,41052,,
2002,Photograph,12/10/2000,Y,52163,17,25.7
7166,Mies van der Rohe Archive,,N,283612,62.23012446,60.32512065
8084,Photograph,13/10/1994,Y,54472,26.2,33.6
1739,Print,19/11/1942,Y,70235,11.7,15.6
7066,Drawing,07/04/2016,Y,202864,16.82753366,32
2758,Illustrated Book,20/10/1987,Y,16279,9,14.5
41829,Print,07/02/2013,N,169561,,
5409,Photograph,24/10/2018,Y,293469,19.36753874,24.76504953
6168,Architecture,10/06/2016,N,204154,76.2001524,57.1501143
744,Illustrated Book,06/10/1964,N,22000,5.9,18.6
912,Illustrated Book,10/11/1977,Y,69508,19.1,13.4
1055,Illustrated Book,04/12/1979,N,31784,20.8,14.7
3832,Print,07/10/2004,Y,92792,75.8827,56.5151
255,Painting,08/10/2008,Y,131508,46,54.8
2002,Photograph,11/05/2005,N,92351,38,37.5
1500,Illustrated Book,06/10/1964,N,24372,19.8,14.9
4907,Drawing,08/05/1990,Y,35689,29.9,39.6
278,Illustrated Book,16/04/1969,N,15731,20.5,10.7
7816,Installation,19/05/2011,Y,150052,10.92202184,14.47802896
8059,Mies van der Rohe Archive,,N,147743,44.4500889,47.62509525
,Periodical,10/11/2010,N,144486,30.8,23.2
4315,Photograph,12/10/2006,Y,105297,46,57.2
160,Design,27/04/1988,Y,2268,,3.81
1500,Illustrated Book,06/10/1964,N,24281,4.6,5.1
3842,Illustrated Book,18/10/1967,N,32641,34.4,26
4474,Print,24/10/1973,Y,68076,50,35.1
135,Photograph,07/03/1967,N,46803,10.6,13.9
1069,Illustrated Book,06/04/1954,N,13759,14.7,13.2
6702,Print,19/12/1958,N,67659,,
4823,Print,16/01/1990,Y,60058,,
3323,Illustrated Book,06/10/1964,Y,21941,6.5,11.7
28874,Print,05/11/2018,Y,289769,213.4,175.3
6281,Video,12/03/2008,Y,118005,,
3115,Illustrated Book,10/03/1964,Y,13662,6.6,7.4
5211,Photograph,15/01/1986,Y,46253,24.9,19
1192,Illustrated Book,06/10/1964,N,23519,7.6,7.2
34915,Video,15/03/1999,Y,118406,,
1492,Illustrated Book,06/10/1964,N,23953,11,10.8
,(not assigned),08/10/2008,N,185809,0,0
4816,Print,05/02/1968,Y,61423,,
2990,Print,08/06/1965,N,93040,,
8595,Photograph,26/10/2017,Y,277320,5.08001016,5.08001016
2002,Photograph,07/03/1972,N,46705,15.2,25
4187,Illustrated Book,02/10/1984,N,14363,50.2,35.8
2583,Illustrated Book,23/05/1984,Y,13306,13.7,17.8
1453,Photograph,07/01/1970,Y,140590,31.11506223,25.71755144
5500,Print,14/04/1964,Y,66319,7.5,11.5
5928,Print,13/12/1967,N,74964,46.2,36.9
2002,Photograph,12/12/2002,N,86892,16.6,25.5
6275,Illustrated Book,06/10/1964,N,31495,10.6,4.8
8595,Photograph,14/05/1975,N,49029,,
7041,Photograph,12/01/2005,Y,98291,18.9,24.2
6960,Design,15/01/1992,Y,2219,95.2,40.0051
630,Print,03/10/2012,N,167319,35,25
33915,Print,12/03/2008,Y,117981,77.1,51.2
399,Design,10/12/1999,Y,7550,19.5,9.8
2002,Photograph,12/10/2000,N,53454,17.1,25.8
3373,Photograph,08/11/1944,Y,48500,19.7,19
229,Photograph,06/03/1968,Y,40530,,
8486,Drawing,10/05/2005,Y,97750,102.2352045,73.66014732
301,Design,07/10/1986,Y,5929,97.1552,73.6601
19,Print,02/03/1978,Y,64939,22.9,24.9
2057,Painting,24/05/1951,Y,78944,76.2,58.4
26620,Photograph,09/05/2013,Y,168962,29.6,39.7
744,Painting,09/12/1975,Y,79554,71.7,59.4
8470,Drawing,10/05/2005,Y,95559,29.8451,20.955
8285,Drawing,23/10/2013,Y,173182,69.5,76.2001524
3515,Drawing,05/11/1992,Y,84924,35.6,27.9
6089,Photograph,04/11/1943,N,94885,,
4160,Illustrated Book,10/11/2010,Y,146687,,60.96012192
41620,Film,08/02/2012,N,158855,,
1013,Print,26/05/1949,N,167182,50.4,35.3
696,Architecture,18/11/1987,Y,635,89.5,91.1
710,Print,14/11/2006,Y,106159,30,40.7
229,Photograph,06/03/1968,Y,39055,,
1093,Illustrated Book,24/01/2001,N,416846,3.1,3.1
6624,Design,04/04/1956,Y,5698,66,49.5
229,Photograph,06/03/1968,Y,41942,,
1243,Print,13/02/1963,Y,62263,11.7,8.9
6307,Painting,09/12/1975,Y,79566,213.6,323
2272,Drawing,06/10/1948,Y,35491,43.2,52.7
229,Photograph,06/03/1968,Y,40391,,
34222,Photograph,15/05/2008,Y,117116,50.7,63.6
4823,Print,09/11/2000,Y,76527,47,46
4546,Drawing,08/05/1990,Y,35655,50.16510033,74.93014986
2229,Print,24/01/2001,Y,95058,30,22.5
41333,Painting,15/02/2012,Y,156694,198.1203962,157.480315
8494,Drawing,10/02/2004,Y,89363,19.685,29.2101
956,Photograph,14/04/1964,N,50528,24.1,35
4587,Painting,08/06/1992,Y,79579,12.7,25.3
5695,Print,04/12/1969,N,76242,50.9,70.8
511,Illustrated Book,06/10/1964,Y,20879,7.3,17.2
38741,Print,10/11/2010,Y,142729,53.97510795,43.18008636
7824,Video,10/12/2007,Y,114591,,
630,Print,03/10/2012,N,167450,35,25
3842,Illustrated Book,09/11/1965,N,25947,28.2,22.7
8595,Photograph,07/10/2010,Y,141037,10.4,5.9
1000,Photograph,27/01/1942,Y,44471,25.1,16.5
5809,Illustrated Book,02/05/1990,N,14167,36,100.2
2107,Print,11/04/1967,Y,64684,25,22.2
3964,Print,12/05/1970,Y,149921,16.7,11.7
6115,Sculpture,08/10/2008,Y,130625,17,10.5
6532,Illustrated Book,06/10/1964,N,31585,32.1,24.4
4609,Print,24/03/1949,Y,64443,19.3,26.7
1533,Print,12/11/2007,N,122551,29.6,42
1633,Illustrated Book,09/11/1965,N,25728,34.5,28.3
6165,Print,24/05/1951,Y,68299,18.3,26.4
1500,Illustrated Book,06/10/1964,N,24360,16.1,10.5
96,Design,05/11/1970,Y,179239,15.87503175,7.937515875
710,Print,10/11/2010,Y,142198,39.1,27.9
7166,Mies van der Rohe Archive,,N,110991,49.53009906,102.2352045
670,Drawing,10/05/2005,Y,95579,55.88011176,76.2001524
2274,Illustrated Book,06/10/1964,N,26377,17.4,21.7
41291,Print,02/10/2014,Y,185794,30,14.2
2923,Print,17/11/1993,Y,72943,75,63
511,Illustrated Book,06/10/1964,Y,20870,8.4,7
7961,Drawing,07/10/2009,Y,114246,46,23
3528,Illustrated Book,19/01/1988,Y,19672,20,20
2590,Photograph,10/11/1971,Y,139574,33,46.3
7851,Photograph,09/11/1965,Y,57053,17.6,12.7
3894,Print,04/05/1988,N,64268,,
25414,Print,21/03/2018,Y,282271,63.2,101.2
2252,Painting,25/10/1985,Y,79492,126.7,157.5
710,Print,08/10/2008,Y,119575,27.7,21.9
3641,Illustrated Book,29/09/1949,N,18993,20.2,12.2
1533,Photograph,08/05/2014,N,185109,21.7487935,28.41630683
6269,Multiple,08/10/2008,Y,128148,40.7,19.2
710,Print,07/02/2012,Y,150602,20,14.7
3979,Photograph,22/04/1959,N,55280,26.6,34.1
795,Sculpture,12/05/2011,Y,146972,10.1,6.7
4315,Photograph,12/10/2006,Y,105288,46,57.2
4164,Print,11/10/1950,Y,66590,28.8,55.2
107,Illustrated Book,14/05/1987,N,12916,36,47.3
924,Photograph,30/11/1960,Y,53458,27.2,34.5
1752,Print,02/03/1959,Y,60645,51.4,33.1
229,Photograph,06/03/1968,Y,40627,,
5933,Drawing,03/06/2015,Y,196330,18.41503683,15.24003048
3228,Print,12/11/2007,N,120952,36,55
8595,Photograph,06/06/1967,Y,55125,7,5.8
4016,Painting,06/04/1955,Y,78471,116.8,89.5
1492,Illustrated Book,09/05/1975,N,12457,7.3,
1646,Illustrated Book,06/10/1964,N,25295,4.9,6.2
3020,Design,22/05/1939,N,6636,76.2,114.3
1633,Print,06/12/1966,N,164091,,
7166,Mies van der Rohe Archive,11/01/1966,Y,780,76.2002,101.6002
8595,Photograph,07/10/2010,Y,141071,11,7.8
710,Print,18/06/2008,Y,116468,30.2,42.6
2943,Print,13/03/1947,Y,60821,,
8476,Illustrated Book,24/01/2001,N,27557,21.1,16.6
1520,Design,10/12/1999,Y,7875,10.5,14.9
5066,Illustrated Book,24/01/2001,Y,292021,23.5,16.5
2274,Illustrated Book,06/10/1964,N,26258,21.5,15.1
4546,Print,08/03/2006,Y,102225,31.3,31.5
1877,Photograph,07/06/1990,Y,50143,38.2,37.9
4840,Illustrated Book,06/10/1964,Y,30139,14,21.5
8033,Drawing,02/10/2014,Y,188862,48.5,54.5
35285,Print,18/06/2008,Y,146819,3,4
7453,Design,09/05/1995,N,5245,161.3,107
28635,Drawing,10/05/2005,Y,95995,177.8004,225.4254509
4016,Drawing,06/03/1973,Y,34490,21.9,16.8
28596,Print,13/01/2009,Y,126097,54.2,49.5
6459,Frank Lloyd Wright Archive,,N,207297,59.37261875,91.44018288
4707,Print,30/09/1954,N,68678,14.6,18.4
8219,Architecture,19/01/2000,Y,194,37.5,28.5
5270,Print,07/10/1985,Y,75081,29.5,17.4
5716,Print,07/05/1963,N,66121,6.3,6.2
25520,Photograph,11/05/2006,N,103424,30.4801,24.13
7824,Video,10/12/2007,Y,114597,,
1048,Illustrated Book,08/03/2006,Y,105190,27.7,34.5
13012,Periodical,24/01/2001,Y,83963,30,23
2991,Print,08/05/1962,Y,12669,34.7,46.6
97,Print,09/02/1967,N,60416,39.9,39.9
1629,Photograph,17/12/1981,Y,54471,21.8,16.3
3648,Photograph,13/01/1994,N,44492,24.5,19.5
8496,Illustrated Book,21/03/2018,Y,277561,28.8,33.5
924,Photograph,12/02/1973,Y,44455,22.3,24.5
33825,Ephemera,07/02/2012,Y,149200,59,42
2553,Design,04/06/2015,Y,190171,,
24409,Audio,10/10/2013,Y,184304,31.5,24
1081,Illustrated Book,06/10/1964,N,23390,34.2,22.8
2002,Photograph,15/06/1995,N,49842,31.5,47.3
2668,Print,05/04/1940,N,74908,23.4,30.3
5863,Photograph,26/02/1981,N,92824,47.2,34
959,Photograph,13/01/1983,N,43976,21.1,17.5
3832,Painting,08/11/1956,Y,79957,146,97
96,Design,05/11/1970,N,180204,,11.43
5493,Print,23/04/1974,Y,65662,59,73
229,Photograph,06/03/1968,N,39512,,
924,Photograph,07/10/2009,Y,124513,5.8,5.5
6398,Photograph,21/05/1980,N,53645,29,42.7
37719,Print,17/11/2009,N,155976,,
1000,Photograph,18/12/1986,Y,52648,25.2,37.7
756,Print,08/10/2008,Y,127304,28,21.5
1832,Print,03/11/1966,Y,70602,14,10.3
5349,Film,08/02/2017,Y,196696,,
45943,Design,19/10/2015,Y,202202,5.556261113,10.47752096
4016,Design,24/05/1951,N,7175,,
8452,Drawing,08/05/2001,Y,82219,45.0851,61.9126
540,Drawing,10/05/2005,Y,95512,17.78,28.5751
2015,Photograph,08/12/1976,Y,55831,16.5,20.3
6115,Multiple,,Y,149325,9.6,3.5
6459,Frank Lloyd Wright Archive,15/10/2012,Y,167931,48.26009652,88.9001778
229,Photograph,06/03/1968,Y,39958,,
3607,Painting,10/05/1977,Y,79168,235.6,441.1
2325,Photograph,09/05/2013,Y,168578,60.96012192,50.8001016
7166,Mies van der Rohe Archive,,N,87369,15.24,20.955
922,Illustrated Book,06/10/1964,Y,405445,20.3,16.5
42362,Architecture,15/10/2012,Y,168725,29.84505969,20.95504191
8462,Design,25/10/1956,Y,4260,,
607,Photograph,13/10/1994,Y,53957,57.4,47
1492,Illustrated Book,09/05/1975,N,12409,7.2,5.3
1055,Illustrated Book,06/10/1964,N,22919,30,23.6
1752,Print,19/02/1958,Y,94253,32.3,49.8
6399,Photograph,14/12/1978,N,56911,21.8,32.8
17816,Photograph,08/12/1976,Y,55518,31.4,24.8
5006,Photograph,13/06/1996,N,50425,23.5,32.1
3716,Photograph,16/01/1941,N,48150,22.7,29.2
826,Illustrated Book,24/10/1973,N,17210,24.5,20.8
5219,Design,18/11/1985,Y,6912,57.8,32.5
229,Photograph,06/03/1968,Y,43824,,
3409,Illustrated Book,06/10/1964,N,26993,25,18.8
5863,Photograph,26/02/1981,N,92673,47.2,34
3821,Illustrated Book,29/09/1949,Y,19326,23.2,15
229,Photograph,06/03/1968,N,41891,,
416,Photograph,15/01/1986,Y,44337,29.1,24.5
41829,Print,07/02/2013,N,169340,,
924,Photograph,08/10/1996,Y,54199,24.3,36.7
30621,Print,03/10/2012,Y,165217,11.3,15.1
3373,Photograph,15/06/1995,N,55266,31,47.2
5486,Illustrated Book,13/11/2001,N,86787,9.8,12
2981,Illustrated Book,06/10/1964,Y,26613,8.8,11.9
542,Illustrated Book,06/10/1964,Y,20955,5.8,8.1
710,Print,02/03/2000,Y,195944,30.48006096,43.18008636
7027,Photograph,16/04/1987,Y,46121,41,59.1
3121,Print,12/05/1970,Y,63897,48.6,36.8
48637,Photograph,17/05/2018,Y,284344,52.38760478,39.68757938
665,Illustrated Book,06/10/1964,N,21794,18.8,8.5
10328,Design,19/10/2015,Y,204780,10.16002032,8.89001778
7499,Print,19/12/1958,Y,67340,33,23.1
1063,Photograph,13/02/2012,Y,157545,35.9,48.8
5145,Photograph,28/05/2015,Y,193961,,
1464,Design,19/10/2015,Y,202503,9.52501905,15.24003048
37262,Painting,21/09/2009,Y,128931,17.78003556,20.32004064
30889,Print,01/06/2006,N,103513,47,31.5
4609,Illustrated Book,06/10/1964,Y,125900,22.5,13.5
26178,Drawing,10/05/2005,N,109265,20.955,27.9401
24600,Photograph,13/12/2001,N,91503,15.7,22.7
37006,Photograph,08/10/2008,N,274487,5.3,7
5318,Print,12/01/1954,Y,70336,23.1,21
6982,Photograph,15/10/2015,N,196927,154.9403099,119.3802388
1973,Photograph,09/10/2003,N,89083,34.4,25.7
2931,Print,09/02/1967,N,60971,57.8,70.7
3753,Drawing,06/10/1964,Y,28093,19.2,23.5
1533,Photograph,08/05/2014,N,185627,21.7487935,28.41630683
795,Print,16/05/2011,Y,146974,55,74.5
710,Print,03/10/2012,Y,150541,25.2,20
229,Photograph,06/03/1968,Y,42151,,
45094,Photograph,20/02/2014,Y,177659,19.5,29.9
313,Print,20/05/1952,N,61611,29.4,94
4823,Print,01/05/1979,Y,63080,89.1,85
7166,Mies van der Rohe Archive,06/11/1974,Y,87961,10.3,17.3
67710,Print,08/10/2008,N,131591,21,30
710,Illustrated Book,28/05/1997,Y,178003,21,12.7
689,Illustrated Book,19/01/1988,Y,9618,15.2,22.8
8595,Photograph,,Y,405165,,
97,Illustrated Book,09/05/1975,N,12231,25.4,25.4
1388,Print,12/11/1998,Y,71833,34.9,24.8
3832,Print,30/01/1951,Y,60822,14,9.9
7855,Photograph,10/02/2011,N,145112,27.1,34.7
3250,Architecture,31/10/2000,Y,823,59.7,42.5
5821,Drawing,01/01/1942,Y,85430,33.6551,27.9401
6329,Photograph,01/05/1968,Y,58486,19.2,24.1
5086,Print,05/03/1970,Y,62714,15,18.6
4609,Illustrated Book,06/10/1964,Y,125891,23.5,10
4071,Print,25/01/1994,Y,73688,42.8,33.7
49123,Print,27/10/2015,Y,199806,14.3,10.5
540,Illustrated Book,21/01/1982,Y,9244,29,21
6077,Illustrated Book,06/10/1964,N,24928,22.9,22.3
1093,Illustrated Book,24/01/2001,N,416975,12.2,17.7
7961,Print,21/03/2018,Y,219366,47.30759462,22.86004572
6015,Design,19/10/2015,Y,198723,27.94005588,21.59004318
4609,Illustrated Book,06/10/1964,Y,29564,33.5,25
5021,Print,05/10/1972,Y,66525,51.4,76.3
5640,Drawing,28/04/1981,Y,33788,12.7,20.3
6115,Print,08/10/2008,Y,140221,22.5,31.2
5053,Illustrated Book,06/10/1964,N,30351,21.7,20
7644,Design,12/02/2018,N,289813,,
5274,Design,11/12/2000,Y,4727,37.7826,
,Photograph,,N,273341,19.5,24.1
5168,Design,17/01/1990,Y,1980,17.78,20.32
8383,Drawing,11/04/2007,Y,134878,30.48006096,47.30759462
39325,Print,16/05/2011,N,147153,0,0
1652,Print,16/10/1991,Y,65171,45.2,56.2
5145,Photograph,28/05/2015,Y,204728,25.4000508,17.78003556
1500,Illustrated Book,06/10/1964,N,24482,4.3,4
1314,Design,01/12/1969,Y,8604,94.8,64.8
5910,Print,11/07/1946,Y,126481,28.8,23.8
959,Photograph,13/01/1983,N,46412,21,27
6502,Design,22/04/1998,Y,6016,103.1,72.9
3810,Photograph,10/11/1983,Y,56132,25.7,35.6
2115,Illustrated Book,10/05/1934,Y,12320,38.5,31.5
35204,Painting,08/02/2012,N,118903,105.4102108,59.05511811
4362,Photograph,18/06/1992,N,51702,27.2,41.3
2877,Print,13/12/1967,N,78179,42.8,57.3
4609,Print,05/04/1940,Y,70224,17.9,12.9
3842,Illustrated Book,20/05/1992,N,14885,,
5042,Illustrated Book,22/10/1981,N,16902,8.3,13
1629,Photograph,17/12/1981,Y,54410,16.1,21.6
8138,Photograph,14/12/1989,N,51674,29.5,56
229,Photograph,06/03/1968,Y,43424,,
689,Illustrated Book,19/01/1988,Y,9611,22.8,15.1
1547,Illustrated Book,23/01/1991,N,9774,54.5,38
5966,Photograph,22/04/1959,N,51901,40.3,29.2
36944,Drawing,08/10/2008,N,140421,5.71501143,30.7975616
1873,Audio,,N,223153,0,0
5281,Drawing,,Y,221762,,
6624,Illustrated Book,06/10/1964,Y,27276,36.4,25.2
3762,Print,19/12/1947,N,67161,,
1500,Illustrated Book,06/10/1964,N,24318,4,3.4
710,Illustrated Book,02/06/2005,Y,121733,27,33.8
4016,Illustrated Book,06/10/1964,Y,29027,27.8,43.3
1492,Illustrated Book,06/10/1964,N,23758,5.2,6.1
8595,Photograph,14/05/1975,N,49080,7.4,7.8
1690,Photograph,14/05/1975,N,48038,33.5,48.8
229,Photograph,06/03/1968,N,40453,,
5654,Drawing,04/04/1978,Y,34998,57.5,38.7
751,Sculpture,13/12/1961,Y,81399,32.4,17.1
32299,Work on Paper,04/02/2013,N,167045,69.21513843,50.16510033
3505,Illustrated Book,22/04/1959,N,19782,48,37.9
5456,Photograph,08/06/1989,Y,47422,,
2898,Print,08/03/2005,N,98842,55.8801,71.1201
4506,Photograph,09/10/2014,Y,185884,50.8001016,76.2001524
744,Illustrated Book,06/10/1964,N,22010,8.5,22.8
1093,Illustrated Book,24/01/2001,N,416821,3.1,3.1
3314,Print,28/10/1969,Y,74646,82,52.4
5215,Print,05/05/1982,Y,62824,21.2,37.2
3403,Painting,02/03/1959,Y,78445,121.9,172.7
665,Illustrated Book,06/10/1964,Y,155471,5.2,6.7
5145,Photograph,28/05/2015,Y,193876,,
1055,Illustrated Book,06/10/1964,N,22489,21.4,27.7
6624,Print,06/10/1948,N,67280,55,42.7
2483,Print,13/02/1963,N,62313,66.1,50.8
30876,Drawing,04/04/2019,Y,299226,,
5320,Print,29/09/1949,Y,70349,23,22.9
6192,Print,02/03/1978,Y,65233,46.8,46.8
45461,Architecture,19/05/2014,Y,178906,79,64.77012954
25520,Photograph,11/05/2006,N,103314,30.4801,24.13
3528,Illustrated Book,19/01/1988,Y,19699,20,20.1
3742,Illustrated Book,26/05/1949,N,14803,23.1,15.2
5804,Print,27/09/1944,N,63224,19.7,9.3
229,Photograph,06/03/1968,N,41641,,
2964,Architecture,01/01/1967,Y,82714,5.08,25.4001
5947,Design,10/12/1999,Y,8475,29.8,21
5238,Photograph,10/12/1998,N,56770,50.6,34.5
773,Photograph,01/06/1993,Y,48798,37.9,47.9
255,Print,08/01/1976,Y,149357,28.1,21.7
4508,Photograph,13/12/1979,Y,57801,21.8,16.6
3864,Print,10/01/1974,Y,75668,36.7,33
1815,Illustrated Book,16/05/2011,Y,158432,51.5,81.5
2558,Illustrated Book,10/11/1976,Y,18938,8.9,15.3
472,Print,10/01/1974,Y,75190,53.2,52
1965,Drawing,06/04/1960,Y,33371,68.6,101.9
229,Photograph,06/03/1968,N,42939,,
6246,Film,,N,141422,,
2637,Audio,08/10/2008,N,175292,0,0
1717,Photograph,20/10/1938,Y,52065,34,25.4
28667,Drawing,10/05/2005,Y,96227,27.9401,21.59
710,Print,18/06/2008,Y,84457,30,25.3
5381,Illustrated Book,23/01/1991,N,9880,31.5,48
10092,Design,01/04/1934,N,2638,,
5173,Design,30/11/1983,Y,8204,72.8,51.4
6115,Painting,08/10/2008,N,140214,10,12.9
